N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+5,-36.6588322,2,-36.6588322,-36.6588322,0.03295058,4.283,1.651,1.651,1.2144938707351685
2mer-0+2,-2.78950125,2,-2.78950125,-39.44833344,0.007997347,5.431,2.646,2.646,0.3574349284172058
2mer-0+1,-3.2580958,2,-3.2580958,-42.70642924,0.007472645,5.619,2.707,2.707,0.36546260118484497
2mer-0+3,-4.50436305,2,-4.50436305,-47.21079229,0.007452393,4.09,2.709,2.709,0.41344979405403137
2mer-0+4,-1.00732567,2,-1.00732567,-48.21811796,0.00532638,5.769,3.03,3.03,0.305782288312912
2mer-0+10,-8.38412789,2,-8.38412789,-56.60224585,0.004459041,4.283,3.215,3.215,0.339490681886673
2mer-0+7,-0.46516068,2,-0.46516068,-57.06740652,0.004322371,7.072,3.249,3.249,0.23071877658367157
2mer-0+8,-1.62272948,2,-1.62272948,-58.69013601,0.002102541,6.66,4.131,4.131,0.2206142097711563
2mer-0+21,-1.74535448,2,-1.74535448,-60.43549048,0.001648892,7.682,4.479,4.479,0.05228782072663307
2mer-0+23,-0.25185596,2,-0.25185596,-60.68734644,0.001393036,7.803,4.738,4.738,0.04686947539448738
2mer-0+18,-1.62261819,2,-1.62261819,-62.30996463,0.001192246,7.197,4.991,4.991,0.21583615243434906
2mer-0+19,0.37797123,2,0.37797123,-61.9319934,0.0008603999,7.072,5.564,5.564,0.08955305069684982
2mer-0+32,-0.23174622,2,-0.23174622,-62.16373962,0.0007874066,8.811,5.731,5.731,0.11795476078987122
2mer-0+34,-0.37633749,2,-0.37633749,-62.54007711,0.0007829436,9.215,5.741,5.741,0.10378782451152802
2mer-0+11,-0.14707654,2,-0.14707654,-62.68715365,0.00077209,8.192,5.768,5.768,0.06761903315782547
2mer-0+15,-0.30036404,2,-0.30036404,-62.98751769,0.0006868144,7.947,5.998,5.998,0.12619835138320923
2mer-0+26,-0.76488736,2,-0.76488736,-63.75240505,0.0006577275,7.197,6.085,6.085,0.07911168038845062
2mer-0+33,0.08874488,2,0.08874488,-63.66366018,0.0005820969,9.82,6.338,6.338,0.041889987885951996
2mer-0+24,0.12426789,2,0.12426789,-63.53939229,0.0005552637,9.906,6.438,6.438,0.01839352957904339
2mer-0+22,0.06743582,2,0.06743582,-63.47195647,0.0004895839,8.18,6.714,6.714,0.027678757905960083
2mer-0+28,-0.06432639,2,-0.06432639,-63.53628286,0.0004846912,10.01,6.737,6.737,0.008995081298053265
2mer-0+53,-0.32382906,2,-0.32382906,-63.86011192,0.0004665812,9.607,6.823,6.823,0.01694408245384693
2mer-0+25,0.01724066,2,0.01724066,-63.84287126,0.0004629912,9.801,6.84,6.84,0.017212482169270515
2mer-0+20,-0.24465413,2,-0.24465413,-64.0875254,0.0004515621,8.811,6.898,6.898,0.0281536728143692
2mer-0+48,-0.3214843,2,-0.3214843,-64.4090097,0.0004411524,9.215,6.951,6.951,0.04170244187116623
2mer-0+47,-0.23100924,2,-0.23100924,-64.64001894,0.0004060822,10.88,7.146,7.146,0.009597384370863438
2mer-0+76,0.83050688,2,0.83050688,-63.80951206,0.0003871767,9.686,7.26,7.26,0.026702450588345528
2mer-0+35,-0.14921517,2,-0.14921517,-63.95872723,0.0003828304,9.607,7.288,7.288,0.00017965577717404813
2mer-0+68,-0.18226797,2,-0.18226797,-64.1409952,0.0003487152,10.35,7.518,7.518,0.0002030987525358796
2mer-0+72,0.08970142,2,0.08970142,-64.05129378,0.0003128455,9.793,7.795,7.795,0.03238325193524361
2mer-0+30,-0.19240016,2,-0.19240016,-64.24369394,0.0002931252,9.82,7.966,7.966,0.010719215497374535
2mer-0+46,0.09520243,2,0.09520243,-64.14849151,0.0002803385,11.453,8.086,8.086,0
2mer-0+42,0.07366063,2,0.07366063,-64.07483088,0.0002794918,11.561,8.094,8.094,0
2mer-0+57,0.11157677,2,0.11157677,-63.96325411,0.0002606685,11.538,8.284,8.284,0
2mer-0+65,0.18213628,2,0.18213628,-63.78111782,0.0002590461,10.01,8.301,8.301,0
2mer-0+37,0.07514673,2,0.07514673,-63.7059711,0.0002571049,11.453,8.322,8.322,0
2mer-0+56,0.07111011,2,0.07111011,-63.63486099,0.0002530433,12.242,8.366,8.366,0
2mer-0+81,-0.14796371,2,-0.14796371,-63.78282469,0.0002489459,11.213,8.412,8.412,0
2mer-0+52,-0.06994429,2,-0.06994429,-63.85276899,0.0002285849,11.289,8.655,8.655,0
2mer-0+62,-0.2304124,2,-0.2304124,-64.08318139,0.0002216253,10.896,8.744,8.744,0
2mer-0+121,0.53025443,2,0.53025443,-63.55292696,0.0002146055,11.19,8.839,8.839,0
2mer-0+64,0.06787436,2,0.06787436,-63.48505261,0.0002034507,12.194,8.997,8.997,0
2mer-0+41,-0.01674019,2,-0.01674019,-63.5017928,0.0002002481,10.743,9.045,9.045,0
2mer-0+108,-0.07183001,2,-0.07183001,-63.5736228,0.0001959375,11.849,9.111,9.111,0
2mer-0+83,-0.00247636,2,-0.00247636,-63.57609916,0.000189435,11.849,9.214,9.214,0
2mer-0+69,0.05520599,2,0.05520599,-63.52089317,0.0001845576,12.831,9.294,9.294,0
2mer-0+93,-0.17042674,2,-0.17042674,-63.69131991,0.0001824619,10.88,9.33,9.33,0
2mer-0+107,-0.12789858,2,-0.12789858,-63.81921849,0.0001684903,11.464,9.581,9.581,0
2mer-0+55,0.01196126,2,0.01196126,-63.80725723,0.0001673767,11.666,9.602,9.602,0
2mer-0+85,0.10468772,2,0.10468772,-63.70256951,0.0001598911,12.242,9.75,9.75,0
2mer-0+50,0.04214745,2,0.04214745,-63.66042206,0.000157939,12.831,9.79,9.79,0
2mer-0+113,0.07556062,2,0.07556062,-63.58486144,0.0001552511,13.322,9.846,9.846,0
2mer-0+73,-0.17352259,2,-0.17352259,-63.75838403,0.0001546981,10.896,9.858,9.858,0
2mer-0+100,-0.10974624,2,-0.10974624,-63.86813027,0.000142538,13.612,10.13,10.13,0
2mer-0+120,0.08694465,2,0.08694465,-63.78118562,0.0001391773,14.01,10.211,10.211,0
2mer-0+94,0.03031695,2,0.03031695,-63.75086867,0.0001380712,14.144,10.238,10.238,0
2mer-0+133,-0.16966884,2,-0.16966884,-63.9205375,0.0001319581,12.746,10.394,10.394,0
2mer-0+89,-0.16134455,2,-0.16134455,-64.08188205,0.000130864,13.31,10.423,10.423,0
2mer-0+139,-0.07745831,2,-0.07745831,-64.15934036,0.0001272768,12.664,10.52,10.52,0
2mer-0+71,-0.04725176,2,-0.04725176,-64.20659212,0.000126689,12.194,10.536,10.536,0
2mer-0+92,0.01328425,2,0.01328425,-64.19330787,0.0001222736,13.559,10.662,10.662,0
2mer-0+80,0.05217287,2,0.05217287,-64.141135,0.0001209609,12.27,10.7,10.7,0
2mer-0+138,0.03157956,2,0.03157956,-64.10955544,0.0001208315,13.861,10.704,10.704,0
2mer-0+82,-0.06861656,2,-0.06861656,-64.178172,0.0001141258,13.322,10.91,10.91,0
2mer-0+123,-0.10083081,2,-0.10083081,-64.27900281,0.0001131649,13.924,10.94,10.94,0
2mer-0+86,0.03588241,2,0.03588241,-64.2431204,0.0001093107,14.062,11.067,11.067,0
2mer-0+98,0.02305221,2,0.02305221,-64.22006819,0.0001086008,14.236,11.091,11.091,0
2mer-0+129,-0.07153594,2,-0.07153594,-64.29160413,0.000108078,13.867,11.109,11.109,0
2mer-0+77,0.038246,2,0.038246,-64.25335813,0.0001069183,14.062,11.149,11.149,0
2mer-0+136,-0.05496862,2,-0.05496862,-64.30832675,0.0001051607,14.766,11.211,11.211,0
2mer-0+96,-0.13344358,2,-0.13344358,-64.44177033,0.000104725,13.924,11.227,11.227,0
2mer-0+171,0.02421492,2,0.02421492,-64.41755541,0.0001042269,13.737,11.245,11.245,0
2mer-0+137,-0.10005853,2,-0.10005853,-64.51761393,9.648926e-05,14.507,11.537,11.537,0
2mer-0+103,-0.02904626,2,-0.02904626,-64.54666019,9.636149e-05,13.861,11.543,11.543,0
