N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+1,-70.27160584,2,-70.27160584,-70.27160584,0.02886518,7.616,1.725,1.725,-0.7472042441368103
2mer-0+5,-12.79831429,4,-25.59662858,-95.86823441,0.007929366,5.052,2.654,2.654,0.27243295311927795
2mer-0+2,-7.53073711,2,-7.53073711,-103.39897153,0.007578736,5.466,2.694,2.694,0.11446576565504074
2mer-0+4,-22.44407034,2,-22.44407034,-125.84304187,0.006383027,5.021,2.853,2.853,0.2295796275138855
2mer-0+3,0.1416271,4,0.2832542,-125.55978766,0.005129321,7.54,3.068,3.068,0.2758203148841858
2mer-0+12,-1.33602292,4,-2.67204583,-128.2318335,0.00140947,7.345,4.72,4.72,0.01985526829957962
2mer-0+10,-2.0663725,4,-4.132745,-132.3645785,0.00138247,10.497,4.75,4.75,0.002786897122859955
2mer-0+18,-0.73409272,2,-0.73409272,-133.09867121,0.001052027,7.223,5.203,5.203,-0.008962692692875862
2mer-0+13,0.09278414,2,0.09278414,-133.00588708,0.0008270637,12.27,5.638,5.638,-0.0009868694469332695
2mer-0+21,-0.67132658,4,-1.34265317,-134.34854025,0.0007808023,8.714,5.747,5.747,-0.002861674642190337
2mer-0+26,-0.62853868,2,-0.62853868,-134.97707892,0.0006534362,8.768,6.098,6.098,0.004322812892496586
2mer-0+19,-1.243656,2,-1.243656,-136.22073492,0.0005754055,11.685,6.362,6.362,0.012179738841950893
2mer-0+20,0.11567076,2,0.11567076,-136.10506416,0.0005258101,10.932,6.556,6.556,0.0029471125453710556
2mer-0+35,-0.18727168,2,-0.18727168,-136.29233585,0.0004754857,11.614,6.78,6.78,0.008358251303434372
2mer-0+17,-0.14004606,4,-0.28009211,-136.57242796,0.0004713587,12.164,6.8,6.8,0.00467486958950758
2mer-0+40,-0.59594875,2,-0.59594875,-137.1683767,0.0004710394,10.332,6.801,6.801,0.011308278888463974
2mer-0+28,-0.38241087,2,-0.38241087,-137.55078757,0.000470996,10.041,6.801,6.801,0.012809941545128822
2mer-0+43,-0.18135105,2,-0.18135105,-137.73213862,0.0003786257,10.104,7.315,7.315,0.0009190903510898352
2mer-0+36,0.20542243,2,0.20542243,-137.52671619,0.0003328509,10.104,7.636,7.636,0.020479382947087288
2mer-0+25,-0.05677312,4,-0.11354624,-137.64026243,0.000316962,14.29,7.761,7.761,0.0001455541787436232
2mer-0+46,-0.17353819,4,-0.34707638,-137.98733881,0.000302886,10.072,7.88,7.88,-0.0005249899113550782
2mer-0+30,-0.25454136,2,-0.25454136,-138.24188017,0.0002990397,10.332,7.913,7.913,-0.0005514657823368907
2mer-0+34,0.21721853,2,0.21721853,-138.02466164,0.0002895253,11.614,7.999,7.999,0.02170329913496971
2mer-0+38,-0.14630859,2,-0.14630859,-138.17097023,0.0002477477,15.232,8.426,8.426,0.0
