N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+1,-45.58172368,2,-45.58172368,-45.58172368,0.02520049,5.142,1.805,1.805,0.3909757733345032
2mer-0+8,-2.13913514,2,-2.13913514,-47.72085883,0.01203584,6.194,2.309,2.309,0.2973237633705139
2mer-0+4,-3.21437162,1,-1.60718581,-49.32804464,0.009190412,5.775,2.526,2.526,0.3630450665950775
2mer-0+14,-11.64994474,2,-11.64994474,-60.97798938,0.008282639,4.961,2.615,2.615,0.28502529859542847
2mer-0+2,-15.37685341,2,-15.37685341,-76.35484279,0.006341256,4.47,2.859,2.859,0.30795711278915405
2mer-0+16,-8.14393326,1,-4.07196663,-80.42680942,0.006014628,5.307,2.91,2.91,0.21224084496498108
2mer-0+3,-4.09931518,2,-4.09931518,-84.52612459,0.005459376,5.371,3.005,3.005,0.2771350145339966
2mer-0+10,-20.79636306,1,-10.39818153,-94.92430613,0.003717661,4.053,3.416,3.416,0.32966071367263794
2mer-0+5,-0.06161923,1,-0.03080961,-94.95511574,0.002965861,6.911,3.683,3.683,0.14777956902980804
2mer-0+50,-1.07373913,1,-0.53686956,-95.4919853,0.002402648,8.303,3.951,3.951,0.05950535833835602
2mer-0+19,1.24620758,2,1.24620758,-94.24577773,0.001294784,6.926,4.855,4.855,0.06920968741178513
2mer-0+9,1.39899343,2,1.39899343,-92.84678429,0.001283554,8.253,4.869,4.869,0.035772234201431274
2mer-0+37,0.0500486,1,0.0250243,-92.82176,0.001212229,9.409,4.963,4.963,0.03632565587759018
2mer-0+6,-0.08273704,1,-0.04136852,-92.86312852,0.001070709,8.042,5.173,5.173,0.04028618335723877
2mer-0+7,-0.23970694,2,-0.23970694,-93.10283546,0.001037861,8.498,5.227,5.227,0.03528019040822983
