N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+16,-50.4629136,1,-25.2314568,-25.2314568,0.01765128,6.075,2.032,2.032,-0.6419032216072083
2mer-0+3,-24.0712838,2,-24.0712838,-49.3027406,0.01751051,5.051,2.038,2.038,0.1801430583000183
2mer-0+9,-16.97068884,1,-8.48534442,-57.78808502,0.009059375,4.933,2.538,2.538,0.20078594982624054
2mer-0+2,-16.78526764,1,-8.39263382,-66.18071884,0.009032629,4.232,2.541,2.541,-0.146890327334404
2mer-0+14,-11.11166882,1,-5.55583441,-71.73655325,0.007523316,3.726,2.701,2.701,-0.06746291369199753
2mer-0+7,-2.94815076,1,-1.47407538,-73.21062863,0.007495062,8.506,2.704,2.704,-0.204222172498703
2mer-0+40,0.63345686,1,0.31672843,-72.8939002,0.007124339,7.819,2.75,2.75,-0.06468334794044495
2mer-0+10,-7.79203302,2,-7.79203302,-80.68593322,0.006366319,7.011,2.855,2.855,-0.005225894507020712
2mer-0+8,-1.85833279,2,-1.85833279,-82.54426601,0.005831658,7.637,2.94,2.94,-0.16458511352539062
2mer-0+4,-1.60045343,1,-0.80022672,-83.34449273,0.004943218,9.254,3.106,3.106,-0.14123716950416565
2mer-0+12,-1.40981652,1,-0.70490826,-84.04940099,0.004506339,6.269,3.204,3.204,0.23551303148269653
2mer-0+1,-3.09750078,1,-1.54875039,-85.59815138,0.003350171,6.895,3.537,3.537,-0.05478028953075409
2mer-0+11,-0.61402692,2,-0.61402692,-86.2121783,0.00188203,9.23,4.286,4.286,-0.03417322039604187
2mer-0+26,5.45007027,1,2.72503513,-83.48714317,0.001565296,7.981,4.558,4.558,0.14988133311271667
2mer-0+29,-0.54126697,1,-0.27063348,-83.75777665,0.001070671,9.126,5.173,5.173,-0.052084676921367645
2mer-0+17,0.03537039,2,0.03537039,-83.72240626,0.001039938,7.951,5.223,5.223,0.007369350641965866
2mer-0+41,-0.77342375,1,-0.38671188,-84.10911813,0.001011665,7.38,5.271,5.271,0.06432783603668213
2mer-0+44,-0.29447098,1,-0.14723549,-84.25635362,0.001008651,9.444,5.277,5.277,-0.02424953132867813
2mer-0+5,0.31133526,2,0.31133526,-83.94501837,0.0007051203,7.543,5.945,5.945,-0.044901661574840546
2mer-0+6,0.15639486,2,0.15639486,-83.7886235,0.0007028231,10.656,5.952,5.952,-0.02230757661163807
2mer-0+27,-1.15453912,1,-0.57726956,-84.36589306,0.0006764842,8.175,6.028,6.028,-0.031756456941366196
2mer-0+37,-0.40146527,2,-0.40146527,-84.76735833,0.000673045,10.386,6.038,6.038,0.001279579009860754
2mer-0+20,-0.22648132,2,-0.22648132,-84.99383965,0.0006587009,9.541,6.082,6.082,0.018552793189883232
2mer-0+45,-0.01668358,1,-0.00834179,-85.00218144,0.0006440306,10.492,6.128,6.128,-0.012889886274933815
2mer-0+19,0.13052178,2,0.13052178,-84.87165966,0.0006090375,10.886,6.243,6.243,-0.014531681314110756
2mer-0+13,-0.63568812,1,-0.31784406,-85.18950372,0.0005614532,7.861,6.415,6.415,-0.01704583503305912
2mer-0+25,-0.68159376,1,-0.34079688,-85.5303006,0.0005159326,9.263,6.598,6.598,0.015600968152284622
2mer-0+109,0.52544337,1,0.26272168,-85.26757892,0.0004905925,11.678,6.71,6.71,-0.005818789824843407
2mer-0+23,-0.97396969,2,-0.97396969,-86.24154861,0.0004240145,10.102,7.044,7.044,0.03226107731461525
2mer-0+62,0.11847979,1,0.05923989,-86.18230871,0.0004167979,11.086,7.084,7.084,-0.0025615966878831387
2mer-0+105,-0.37644429,1,-0.18822215,-86.37053086,0.0003856479,12.889,7.27,7.27,0.013313379138708115
2mer-0+18,-0.19604928,1,-0.09802464,-86.4685555,0.0003585094,12.245,7.449,7.449,-0.0029102058615535498
2mer-0+38,-0.36978926,1,-0.18489463,-86.65345013,0.0003483259,11.332,7.521,7.521,-0.003911379259079695
2mer-0+15,0.04603317,2,0.04603317,-86.60741696,0.0003471183,10.08,7.53,7.53,-0.0019155782647430897
2mer-0+59,0.10139401,1,0.050697,-86.55671996,0.000343198,10.57,7.558,7.558,-0.001812613569200039
2mer-0+30,-0.025679,1,-0.0128395,-86.56955946,0.0003269279,13.012,7.682,7.682,-0.00021375151118263602
2mer-0+24,-0.37713594,1,-0.18856797,-86.75812743,0.000278277,11.323,8.105,8.105,0
2mer-0+82,-0.62194646,1,-0.31097323,-87.06910065,0.0002659482,12.579,8.229,8.229,0
2mer-0+103,-0.54697106,1,-0.27348553,-87.34258618,0.0002650657,11.217,8.238,8.238,0
2mer-0+49,-0.34638168,2,-0.34638168,-87.68896787,0.0002643043,10.981,8.246,8.246,0
2mer-0+54,0.02340923,1,0.01170462,-87.67726325,0.0002604365,13.706,8.286,8.286,0
2mer-0+65,0.07919664,2,0.07919664,-87.59806661,0.0002603881,13.764,8.287,8.287,0
2mer-0+31,0.19057434,1,0.09528717,-87.50277944,0.0002461629,10.382,8.444,8.444,0
2mer-0+55,0.02417162,1,0.01208581,-87.49069363,0.0002285254,14.901,8.655,8.655,0
2mer-0+42,0.15744928,2,0.15744928,-87.33324435,0.0002222488,10.812,8.736,8.736,0
2mer-0+43,-0.05238489,1,-0.02619244,-87.3594368,0.0002155564,11.745,8.826,8.826,0
2mer-0+73,0.0302284,1,0.0151142,-87.3443226,0.0002152287,15.003,8.83,8.83,0
2mer-0+34,0.16633794,2,0.16633794,-87.17798466,0.0002138866,11.266,8.849,8.849,0
2mer-0+53,1.00190373,1,0.50095187,-86.67703279,0.0002124136,11.897,8.869,8.869,0
2mer-0+111,0.02109468,1,0.01054734,-86.66648545,0.0002124135,12.088,8.869,8.869,0
2mer-0+50,0.08546099,2,0.08546099,-86.58102446,0.0002072287,14.961,8.942,8.942,0
2mer-0+121,0.04560132,1,0.02280066,-86.5582238,0.0002047009,12.086,8.979,8.979,0
2mer-0+32,-0.15544454,1,-0.07772227,-86.63594607,0.0002028541,11.651,9.006,9.006,0
2mer-0+95,0.16263625,1,0.08131812,-86.55462794,0.0002016545,11.551,9.024,9.024,0
2mer-0+90,-0.07673057,2,-0.07673057,-86.63135851,0.0001918892,14.023,9.175,9.175,0
2mer-0+68,-0.05742105,2,-0.05742105,-86.68877956,0.0001882448,14.554,9.233,9.233,0
2mer-0+100,-0.13695018,1,-0.06847509,-86.75725465,0.0001841105,10.72,9.302,9.302,0
2mer-0+80,0.02026694,2,0.02026694,-86.73698771,0.0001815906,12.566,9.345,9.345,0
2mer-0+153,-0.25778255,1,-0.12889127,-86.86587898,0.0001778514,13.009,9.41,9.41,0
2mer-0+33,0.08069347,2,0.08069347,-86.78518551,0.0001774831,13.89,9.416,9.416,0
2mer-0+169,0.07142857,1,0.03571429,-86.74947122,0.0001764188,15.001,9.435,9.435,0
2mer-0+36,-0.0632223,1,-0.03161115,-86.78108237,0.0001611309,14.205,9.725,9.725,0
2mer-0+74,-0.18897875,2,-0.18897875,-86.97006112,0.0001581614,13.475,9.785,9.785,0
2mer-0+70,0.14069417,2,0.14069417,-86.82936696,0.0001525204,15.274,9.904,9.904,0
2mer-0+107,-0.01432737,1,-0.00716368,-86.83653064,0.0001502539,15.51,9.954,9.954,0
2mer-0+120,-0.17569697,1,-0.08784848,-86.92437912,0.0001418066,11.12,10.148,10.148,0
2mer-0+63,-0.01624633,1,-0.00812317,-86.93250229,0.0001389087,16.432,10.218,10.218,0
