N-mer Name,mb_energy,Num. Rep. (#), N-mer Contribution (kJ/mol),lattice_energy,Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),min_sep,dAPNet2,le_contribution,dAPNet2_le_contribution,mb_energy_norm,dAPNet2_le,le_prev,ccsd(t)_le
2mer-0+1,-64.15174015,2,-64.15174015,-64.15174015,0.02886518,7.616,1.725,1.725,1.0421075820922852,-64.15174015,-63.10963256790771,-192.45522044999998,-63.10963256790771,-64.15174015,-66.90057062
2mer-0+5,-11.91225201,4,-23.82450402,-87.97624417,0.007929366,5.052,2.654,2.654,0.3406060039997101,-23.82450402,-23.14329201200058,-35.736756029999995,-86.2529245799083,-87.97624417,0.0
2mer-0+2,-8.01233104,2,-8.01233104,-95.98857521,0.007578736,5.466,2.694,2.694,-0.0984759256243705,-8.01233104,-8.11080696562437,-24.036993119999998,-94.36373154553266,-95.98857521,0.0
2mer-0+4,-21.08496985,2,-21.08496985,-117.07354506,0.006383027,5.021,2.853,2.853,0.3906054496765136,-21.08496985,-20.694364400323487,-63.25490955,-115.05809594585614,-117.07354505999999,0.0
2mer-0+3,0.24067868,4,0.48135737,-116.59218769,0.005129321,7.54,3.068,3.068,0.2907227873802185,0.48135736,1.062802934760437,0.72203604,-113.9952930110957,-116.59218769999998,0.0
2mer-0+12,-1.52624482,4,-3.05248964,-119.64467733,0.00140947,7.345,4.72,4.72,0.0598129369318485,-3.05248964,-2.932863766136303,-4.57873446,-116.928156777232,-119.64467733999999,0.0
2mer-0+10,-2.13076286,4,-4.26152572,-123.90620305,0.00138247,10.497,4.75,4.75,0.0494340881705284,-4.26152572,-4.162657543658943,-6.39228858,-121.09081432089094,-123.90620305999998,0.0
2mer-0+18,-0.81777008,2,-0.81777008,-124.72397312,0.001052027,7.223,5.203,5.203,-0.0143166463822126,-0.81777008,-0.8320867263822126,-2.45331024,-121.92290104727316,-124.72397313999998,0.0
2mer-0+13,0.05905762,2,0.05905762,-124.66491551,0.0008270637,12.27,5.638,5.638,0.0063845878466963,0.05905762,0.0654422078466963,0.17717286,-121.85745883942646,-124.66491551999998,0.0
2mer-0+21,-0.7140487,4,-1.4280974,-126.09301291,0.0007808023,8.714,5.747,5.747,0.0368272475898265,-1.4280974,-1.354442904820347,-2.1421460999999997,-123.2119017442468,-126.09301291999998,0.0
2mer-0+26,-0.64715058,2,-0.64715058,-126.74016349,0.0006534362,8.768,6.098,6.098,0.0260741952806711,-0.64715058,-0.6210763847193289,-1.9414517400000002,-123.83297812896613,-126.74016349999998,0.0
2mer-0+19,-1.22641469,2,-1.22641469,-127.96657818,0.0005754055,11.685,6.362,6.362,0.0217526350170373,-1.22641469,-1.2046620549829625,-3.6792440699999998,-125.0376401839491,-127.96657818999998,0.0
2mer-0+20,0.08699095,2,0.08699095,-127.87958723,0.0005258101,10.932,6.556,6.556,-0.0140748210251331,0.08699095,0.07291612897486689,0.26097285,-124.96472405497423,-127.87958723999998,0.0
2mer-0+35,-0.19468689,2,-0.19468689,-128.07427412,0.0004754857,11.614,6.78,6.78,0.0165691804140806,-0.19468689,-0.1781177095859194,-0.58406067,-125.14284176456015,-128.07427413,0.0
2mer-0+17,-0.14306588,4,-0.28613177,-128.36040589,0.0004713587,12.164,6.8,6.8,0.0054970225319266,-0.28613176,-0.2751377149361468,-0.42919764000000005,-125.4179794794963,-128.36040588999998,0.0
2mer-0+40,-0.60203982,2,-0.60203982,-128.96244571,0.0004710394,10.332,6.801,6.801,0.0395292267203331,-0.60203982,-0.5625105932796669,-1.8061194600000001,-125.98049007277596,-128.96244570999997,0.0
2mer-0+28,-0.38451239,2,-0.38451239,-129.3469581,0.000470996,10.041,6.801,6.801,0.015977244824171,-0.38451239,-0.36853514517582897,-1.15353717,-126.34902521795179,-129.34695809999997,0.0
2mer-0+43,-0.18439053,2,-0.18439053,-129.53134863,0.0003786257,10.104,7.315,7.315,-0.0066890846937894,-0.18439053,-0.1910796146937894,-0.55317159,-126.54010483264558,-129.53134862999997,0.0
2mer-0+36,0.1828706,2,0.1828706,-129.34847803,0.0003328509,10.104,7.636,7.636,0.0133936889469623,0.1828706,0.1962642889469623,0.5486118,-126.34384054369862,-129.34847802999997,0.0
2mer-0+25,-0.05642842,4,-0.11285684,-129.46133487,0.000316962,14.29,7.761,7.761,-0.0014556685928255,-0.11285684,-0.115768177185651,-0.16928526,-126.45960872088428,-129.46133486999997,0.0
2mer-0+46,-0.17359466,4,-0.34718932,-129.8085242,0.000302886,10.072,7.88,7.88,-0.0020710453391075,-0.34718932,-0.35133141067821505,-0.52078398,-126.81094013156249,-129.80852418999999,0.0
2mer-0+30,-0.24556996,2,-0.24556996,-130.05409415,0.0002990397,10.332,7.913,7.913,0.002533346414566,-0.24556996,-0.243036613585434,-0.73670988,-127.05397674514792,-130.05409415,0.0
2mer-0+34,0.20708003,2,0.20708003,-129.84701412,0.0002895253,11.614,7.999,7.999,0.0080129317939281,0.20708003,0.2150929617939281,0.62124009,-126.83888378335399,-129.84701412,0.0
2mer-0+38,-0.14559352,2,-0.14559352,-129.99260764,0.0002477477,15.232,8.426,8.426,0.0,-0.14559352,-0.14559352,-0.43678056,-126.984477303354,-129.99260764000002,0.0
2mer-0+52,0.04288322,2,0.04288322,-129.94972441,0.0002361462,15.081,8.561,8.561,0.0,0.04288322,0.04288322,0.12864966,-126.941594083354,-129.94972442000002,0.0
