N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+4,-5.92431937,2,-5.92431937,-5.92431937,0.009101854,11.095,2.534,2.534,0.7499210238456726
2mer-0+2,-8.95912422,4,-17.91824845,-23.84256782,0.008849046,9.79,2.558,2.558,0.8513631224632263
2mer-0+5,-32.80527563,4,-65.61055126,-89.45311908,0.007499165,5.164,2.704,2.704,2.328906774520874
2mer-0+3,-23.86696266,2,-23.86696266,-113.32008174,0.007162574,5.99,2.745,2.745,1.7705895900726318
2mer-0+1,-0.77956063,2,-0.77956063,-114.09964237,0.003201075,12.609,3.591,3.591,0.16626907885074615
2mer-0+24,-0.56512315,2,-0.56512315,-114.66476552,0.001160433,11.041,5.036,5.036,0.09718721359968185
2mer-0+14,-0.99500952,2,-0.99500952,-115.65977504,0.000998632,10.329,5.294,5.294,0.11675352603197098
2mer-0+10,-2.38613091,2,-2.38613091,-118.04590594,0.0009614227,9.275,5.362,5.362,0.21776868402957916
2mer-0+20,-0.51513464,2,-0.51513464,-118.56104058,0.0008011706,12.609,5.698,5.698,0.06225331500172615
2mer-0+12,-0.81223228,4,-1.62446457,-120.18550515,0.0007983866,9.922,5.704,5.704,0.09717663377523422
2mer-0+11,-0.26147122,4,-0.52294244,-120.70844759,0.0006287742,14.273,6.177,6.177,0.036961887031793594
2mer-0+6,-0.18130271,4,-0.36260542,-121.07105301,0.0006096212,12.946,6.241,6.241,0.030035855248570442
2mer-0+22,-1.4190645,2,-1.4190645,-122.49011751,0.0004842719,8.414,6.739,6.739,0.1636286973953247
2mer-0+21,-0.28032069,2,-0.28032069,-122.7704382,0.0003006457,11.981,7.899,7.899,0.006297952029854059
2mer-0+15,-0.37327024,2,-0.37327024,-123.14370845,0.0002966465,11.041,7.935,7.935,0.005636409390717745
2mer-0+26,-0.15798419,4,-0.31596838,-123.45967682,0.000244466,11.383,8.463,8.463,0
2mer-0+31,-0.01756511,2,-0.01756511,-123.47724193,0.0002200408,14.64,8.765,8.765,0
2mer-0+19,-0.04209677,2,-0.04209677,-123.5193387,0.0002035413,16.329,8.996,8.996,0
2mer-0+23,-0.04832572,4,-0.09665145,-123.61599015,0.0001902351,16.598,9.201,9.201,0
2mer-0+29,-0.16620737,2,-0.16620737,-123.78219752,0.0001828722,10.329,9.323,9.323,0
2mer-0+79,-0.0054399,2,-0.0054399,-123.78763742,0.0001745374,15.151,9.469,9.469,0
2mer-0+42,-0.06556961,4,-0.13113923,-123.91877665,0.0001724708,12.972,9.507,9.507,0
2mer-0+27,-0.0180114,2,-0.0180114,-123.93678805,0.0001609853,18.64,9.728,9.728,0
2mer-0+32,-0.02347046,2,-0.02347046,-123.96025851,0.0001476521,18.376,10.012,10.012,0
2mer-0+43,-0.0628858,2,-0.0628858,-124.02314431,0.0001397743,17.372,10.197,10.197,0
2mer-0+82,-0.05061084,2,-0.05061084,-124.07375515,0.0001284038,16.329,10.489,10.489,0
2mer-0+35,-0.03408556,4,-0.06817113,-124.14192627,0.0001182327,18.359,10.782,10.782,0
2mer-0+28,-0.11522415,4,-0.2304483,-124.37237457,0.0001158114,14.189,10.856,10.856,0
2mer-0+46,-0.01763107,4,-0.03526213,-124.40763671,0.0001141817,15.556,10.908,10.908,0
2mer-0+60,0.00017256,2,0.00017256,-124.40746414,0.000113292,19.579,10.936,10.936,0
2mer-0+34,-0.00435077,4,-0.00870155,-124.41616569,0.0001064258,20.278,11.167,11.167,0
2mer-0+33,-0.07490892,2,-0.07490892,-124.49107461,0.0001057478,15.151,11.19,11.19,0
2mer-0+30,-0.02391482,2,-0.02391482,-124.51498943,9.743364e-05,19.579,11.5,11.5,0
2mer-0+87,-0.08230583,2,-0.08230583,-124.59729526,9.220663e-05,15.048,11.713,11.713,0
2mer-0+40,-0.00359456,4,-0.00718913,-124.60448439,9.106002e-05,17.639,11.762,11.762,0
2mer-0+71,-0.06794599,4,-0.13589198,-124.74037637,8.683148e-05,15.493,11.95,11.95,0
2mer-0+80,-0.03910352,2,-0.03910352,-124.77947989,8.448818e-05,18.376,12.06,12.06,0
2mer-0+61,-0.0478944,2,-0.0478944,-124.8273743,8.19713e-05,13.804,12.182,12.182,0
2mer-0+69,-0.05688437,2,-0.05688437,-124.88425866,7.836764e-05,14.64,12.366,12.366,0
2mer-0+68,-0.03396109,2,-0.03396109,-124.91821976,7.533998e-05,18.55,12.529,12.529,0
2mer-0+59,0.00034096,2,0.00034096,-124.9178788,6.788435e-05,21.103,12.972,12.972,0
2mer-0+51,-0.00148968,4,-0.00297937,-124.92085816,6.563835e-05,21.977,13.118,13.118,0
2mer-0+86,-0.0353759,2,-0.0353759,-124.95623407,6.479794e-05,17.863,13.175,13.175,0
2mer-0+66,0.0011031,2,0.0011031,-124.95513097,6.463223e-05,22.191,13.186,13.186,0
2mer-0+53,-0.01551841,4,-0.03103682,-124.98616779,6.321702e-05,20.219,13.284,13.284,0
2mer-0+93,-0.01843871,2,-0.01843871,-125.0046065,6.311848e-05,19.494,13.291,13.291,0
2mer-0+101,-0.02679053,2,-0.02679053,-125.03139703,5.798236e-05,16.829,13.672,13.672,0
2mer-0+84,-0.02395455,2,-0.02395455,-125.05535158,5.795483e-05,17.971,13.674,13.674,0
2mer-0+63,0.00233503,2,0.00233503,-125.05301656,5.750063e-05,22.985,13.71,13.71,0
2mer-0+72,-0.00517129,4,-0.01034259,-125.06335914,5.447907e-05,20.47,13.959,13.959,0
2mer-0+119,-0.01592003,2,-0.01592003,-125.07927917,5.423255e-05,18.278,13.98,13.98,0
2mer-0+100,0.00181619,2,0.00181619,-125.07746299,5.342959e-05,19.843,14.05,14.05,0
2mer-0+89,-0.01254646,4,-0.02509291,-125.1025559,5.287228e-05,21.289,14.099,14.099,0
2mer-0+102,-0.00202817,2,-0.00202817,-125.10458407,5.284644e-05,22.985,14.101,14.101,0
2mer-0+62,-0.01147867,2,-0.01147867,-125.11606274,5.146892e-05,22.159,14.226,14.226,0
2mer-0+73,-0.02104248,2,-0.02104248,-125.13710521,5.094201e-05,19.494,14.275,14.275,0
2mer-0+76,-0.02404862,4,-0.04809725,-125.18520246,4.787226e-05,18.571,14.574,14.574,0
2mer-0+78,-0.00684605,2,-0.00684605,-125.19204851,4.746159e-05,21.12,14.616,14.616,0
2mer-0+83,0.0283627,2,0.0283627,-125.16368581,4.705661e-05,15.048,14.658,14.658,0
2mer-0+136,0.00172091,2,0.00172091,-125.1619649,4.656775e-05,22.159,14.709,14.709,0
2mer-0+111,-0.00955784,2,-0.00955784,-125.17152274,4.454813e-05,20.658,14.928,14.928,0
2mer-0+149,0.00077223,2,0.00077223,-125.17075051,4.369263e-05,20.223,15.024,15.024,0
2mer-0+128,0.01167373,4,0.02334746,-125.14740306,4.129856e-05,17.461,15.309,15.309,0
2mer-0+122,-0.01914882,4,-0.03829764,-125.1857007,4.101886e-05,19.585,15.344,15.344,0
2mer-0+113,-0.00689049,4,-0.01378098,-125.19948168,4.048969e-05,20.112,15.411,15.411,0
2mer-0+153,-0.01489147,2,-0.01489147,-125.21437315,3.931871e-05,21.103,15.562,15.562,0
2mer-0+187,-0.00985666,2,-0.00985666,-125.22422981,3.838399e-05,21.12,15.687,15.687,0
2mer-0+158,-0.00231033,2,-0.00231033,-125.22654014,3.815442e-05,22.083,15.719,15.719,0
2mer-0+99,-0.01677199,2,-0.01677199,-125.24331213,3.810905e-05,20.223,15.725,15.725,0
2mer-0+117,-0.00844736,4,-0.01689471,-125.26020684,3.625812e-05,22.912,15.988,15.988,0
2mer-0+96,0.00082968,2,0.00082968,-125.25937716,3.61768e-05,25.218,16.0,16.0,0
2mer-0+147,0.00017501,2,0.00017501,-125.25920215,3.583029e-05,17.863,16.052,16.052,0
2mer-0+112,-0.00190609,4,-0.00381217,-125.26301433,3.477771e-05,25.039,16.212,16.212,0
2mer-0+132,0.00085048,4,0.00170096,-125.26131336,3.241752e-05,21.384,16.596,16.596,0
