N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+2,-77.56273976,2,-77.56273976,-77.56273976,0.02169007,5.315,1.897,1.897,1.268376350402832
2mer-0+4,-34.13189252,2,-34.13189252,-111.69463228,0.01539951,6.666,2.127,2.127,0.9792358875274658
2mer-0+6,-0.98136797,2,-0.98136797,-112.67600025,0.01172207,6.169,2.33,2.33,-0.03343778848648071
2mer-0+25,-2.06307845,2,-2.06307845,-114.7390787,0.009799152,7.983,2.473,2.473,-0.18823955953121185
2mer-0+1,-29.63155181,2,-29.63155181,-144.37063051,0.005889715,5.505,2.93,2.93,0.4098961651325226
2mer-0+3,-4.39914337,2,-4.39914337,-148.76977387,0.004571022,3.814,3.189,3.189,0.7256448268890381
2mer-0+12,-8.07926033,2,-8.07926033,-156.84903421,0.002852764,7.545,3.731,3.731,0.28517284989356995
2mer-0+13,2.49139876,2,2.49139876,-154.35763545,0.001732545,9.496,4.406,4.406,0.007514020428061485
2mer-0+9,-4.23568128,2,-4.23568128,-158.59331672,0.001250384,7.813,4.912,4.912,0.16057908535003662
2mer-0+15,-8.04188099,2,-8.04188099,-166.63519772,0.001187899,7.435,4.997,4.997,0.21556414663791656
2mer-0+11,0.28524172,2,0.28524172,-166.349956,0.001008942,9.133,5.276,5.276,0.13562901318073273
2mer-0+26,0.63874223,2,0.63874223,-165.71121377,0.0009217316,10.233,5.438,5.438,-0.0050266035832464695
2mer-0+16,-0.82557823,2,-0.82557823,-166.53679199,0.0009028155,8.194,5.475,5.475,0.006414476782083511
2mer-0+36,-2.52632873,2,-2.52632873,-169.06312073,0.0008193655,9.634,5.655,5.655,0.0060825832188129425
2mer-0+19,-0.61417356,2,-0.61417356,-169.67729429,0.0007642174,10.438,5.788,5.788,-0.001234574941918254
2mer-0+27,2.22918547,2,2.22918547,-167.44810882,0.0007050102,10.233,5.946,5.946,-0.01606755144894123
