N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+1,-69.98158891,2,-69.98158891,-69.98158891,0.02886518,7.616,1.725,1.725,1.1304246187210083
2mer-0+5,-12.76701076,4,-25.53402152,-95.51561043,0.007929366,5.052,2.654,2.654,1.0583723783493042
2mer-0+2,-6.68833485,2,-6.68833485,-102.20394527,0.007578736,5.466,2.694,2.694,0.9321686029434204
2mer-0+4,-20.56526575,2,-20.56526575,-122.76921103,0.006383027,5.021,2.853,2.853,0.9978910088539124
2mer-0+3,-0.88954929,4,-1.77909859,-124.54830961,0.005129321,7.54,3.068,3.068,0.42511242628097534
2mer-0+12,-1.36308655,4,-2.72617309,-127.2744827,0.00140947,7.345,4.72,4.72,0.23820586502552032
2mer-0+10,-2.07986784,4,-4.15973567,-131.43421838,0.00138247,10.497,4.75,4.75,0.08194252848625183
2mer-0+18,-0.7106437,2,-0.7106437,-132.14486208,0.001052027,7.223,5.203,5.203,0.22014446556568146
2mer-0+13,0.0740053,2,0.0740053,-132.07085678,0.0008270637,12.27,5.638,5.638,0.037870854139328
2mer-0+21,-0.63361142,4,-1.26722283,-133.33807961,0.0007808023,8.714,5.747,5.747,0.10581621527671814
2mer-0+26,-0.60730848,2,-0.60730848,-133.94538809,0.0006534362,8.768,6.098,6.098,0.08039656281471252
2mer-0+19,-1.20675833,2,-1.20675833,-135.15214641,0.0005754055,11.685,6.362,6.362,0.03235867992043495
2mer-0+20,0.08975663,2,0.08975663,-135.06238978,0.0005258101,10.932,6.556,6.556,0.04082455486059189
2mer-0+35,-0.19088648,2,-0.19088648,-135.25327626,0.0004754857,11.614,6.78,6.78,0.02906631864607334
2mer-0+17,-0.13681983,4,-0.27363965,-135.52691591,0.0004713587,12.164,6.8,6.8,0.018292317166924477
2mer-0+40,-0.59080809,2,-0.59080809,-136.11772399,0.0004710394,10.332,6.801,6.801,0.035207848995923996
2mer-0+28,-0.35638329,2,-0.35638329,-136.47410728,0.000470996,10.041,6.801,6.801,0.019521137699484825
2mer-0+43,-0.17569093,2,-0.17569093,-136.64979821,0.0003786257,10.104,7.315,7.315,0.02804477885365486
2mer-0+36,0.19937432,2,0.19937432,-136.45042388,0.0003328509,10.104,7.636,7.636,0.00725824199616909
2mer-0+25,-0.051697,4,-0.103394,-136.55381789,0.000316962,14.29,7.761,7.761,0.00381526630371809
2mer-0+46,-0.1612142,4,-0.3224284,-136.87624629,0.000302886,10.072,7.88,7.88,0.004635659512132406
2mer-0+30,-0.22656735,2,-0.22656735,-137.10281364,0.0002990397,10.332,7.913,7.913,0.005543162114918232
2mer-0+34,0.20887096,2,0.20887096,-136.89394268,0.0002895253,11.614,7.999,7.999,0.00019106375111732632
2mer-0+38,-0.14181623,2,-0.14181623,-137.03575891,0.0002477477,15.232,8.426,8.426,0
2mer-0+52,0.04464503,2,0.04464503,-136.99111388,0.0002361462,15.081,8.561,8.561,0
2mer-0+63,-0.18392484,2,-0.18392484,-137.17503872,0.0002303463,11.36,8.633,8.633,0
2mer-0+39,-0.1072082,4,-0.2144164,-137.38945512,0.0002134913,11.922,8.854,8.854,0
2mer-0+55,-0.01315712,2,-0.01315712,-137.40261224,0.0002106011,11.36,8.894,8.894,0
2mer-0+59,-0.12679187,2,-0.12679187,-137.52940411,0.0001965312,14.014,9.102,9.102,0
2mer-0+62,0.05745265,2,0.05745265,-137.47195146,0.0001951187,14.609,9.124,9.124,0
2mer-0+49,-0.06141343,4,-0.12282687,-137.59477833,0.0001881865,14.626,9.234,9.234,0
2mer-0+64,-0.11466172,2,-0.11466172,-137.70944005,0.0001842489,11.175,9.3,9.3,0
2mer-0+48,-0.0191898,2,-0.0191898,-137.72862985,0.000180587,11.785,9.362,9.362,0
2mer-0+65,0.03292931,4,0.06585862,-137.66277123,0.000154427,13.295,9.863,9.863,0
2mer-0+71,0.22095972,2,0.22095972,-137.44181151,0.0001501128,13.33,9.957,9.957,0
2mer-0+60,0.13496639,2,0.13496639,-137.30684512,0.0001423892,14.609,10.134,10.134,0
2mer-0+80,0.02732707,2,0.02732707,-137.27951805,0.0001369555,13.33,10.266,10.266,0
2mer-0+84,0.07260874,2,0.07260874,-137.20690931,0.0001241793,17.575,10.607,10.607,0
2mer-0+88,0.09173456,4,0.18346912,-137.02344019,0.0001202946,13.39,10.72,10.72,0
2mer-0+74,0.02613131,2,0.02613131,-136.99730888,0.0001157674,17.403,10.858,10.858,0
2mer-0+86,0.0248837,4,0.04976741,-136.94754147,0.0001082269,14.513,11.104,11.104,0
2mer-0+67,-0.0616492,2,-0.0616492,-137.00919067,0.0001068216,15.081,11.153,11.153,0
2mer-0+75,-0.00542302,4,-0.01084604,-137.02003671,0.000106478,17.631,11.165,11.165,0
2mer-0+79,0.02524863,2,0.02524863,-136.99478808,0.0001045493,16.399,11.233,11.233,0
2mer-0+81,-0.11394274,2,-0.11394274,-137.10873082,0.0001018587,16.293,11.331,11.331,0
2mer-0+101,-0.10223647,2,-0.10223647,-137.21096729,0.0001007296,14.689,11.373,11.373,0
2mer-0+112,0.0505881,4,0.1011762,-137.10979109,9.948506e-05,14.412,11.42,11.42,0
2mer-0+78,0.01524054,4,0.03048108,-137.07931001,9.896066e-05,17.286,11.441,11.441,0
2mer-0+82,-0.0562968,4,-0.1125936,-137.19190361,9.754002e-05,13.664,11.496,11.496,0
2mer-0+93,-0.05106179,2,-0.05106179,-137.2429654,9.719563e-05,15.062,11.509,11.509,0
2mer-0+73,-0.04478535,2,-0.04478535,-137.28775075,9.642555e-05,14.014,11.54,11.54,0
2mer-0+114,0.00691206,2,0.00691206,-137.28083869,9.560317e-05,14.204,11.573,11.573,0
2mer-0+128,0.02202619,2,0.02202619,-137.2588125,8.620192e-05,14.204,11.979,11.979,0
2mer-0+113,-0.00029469,4,-0.00058938,-137.25940188,8.498071e-05,14.119,12.036,12.036,0
2mer-0+105,-0.04559052,4,-0.09118103,-137.35058291,8.344738e-05,16.246,12.11,12.11,0
2mer-0+92,0.02413946,4,0.04827893,-137.30230399,8.246677e-05,18.92,12.157,12.157,0
2mer-0+119,-0.0199786,2,-0.0199786,-137.32228259,8.041959e-05,14.446,12.26,12.26,0
2mer-0+116,-0.00507907,4,-0.01015815,-137.33244074,7.969696e-05,15.156,12.297,12.297,0
2mer-0+131,0.03389649,2,0.03389649,-137.29854425,7.362935e-05,19.487,12.626,12.626,0
2mer-0+109,-0.0038662,2,-0.0038662,-137.30241044,7.321022e-05,19.678,12.65,12.65,0
2mer-0+111,-0.05413296,2,-0.05413296,-137.35654341,7.280263e-05,19.075,12.673,12.673,0
2mer-0+100,0.00495343,2,0.00495343,-137.35158998,7.062425e-05,14.689,12.802,12.802,0
