N-mer Name,mb_energy,Num. Rep. (#), N-mer Contribution (kJ/mol),lattice_energy,Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),min_sep,dAPNet2,le_contribution,dAPNet2_le_contribution,mb_energy_norm,dAPNet2_le,le_prev,ccsd(t)_le
2mer-0+1,-31.59977315,4,-63.19954631,-63.19954631,0.01813338,4.313,2.014,2.014,0.4148781597614288,-63.1995463,-62.369789980477144,-94.79931945,-62.369789980477144,-63.19954631,-67.42821515
2mer-0+3,-38.96152068,2,-38.96152068,-102.16106699,0.01668822,4.695,2.071,2.071,1.2747803926467896,-38.96152068,-37.68674028735321,-116.88456203999999,-100.05653026783035,-102.16106699,0.0
2mer-0+5,-4.83943838,4,-9.67887675,-111.83994374,0.009147917,4.943,2.53,2.53,-0.3918368220329284,-9.67887676,-10.462550404065857,-14.518315139999999,-110.5190806718962,-111.83994374999999,0.0
2mer-0+9,3.27810033,2,3.27810033,-108.56184341,0.002556938,7.904,3.87,3.87,0.0093749137595295,3.27810033,3.2874752437595296,9.83430099,-107.23160542813667,-108.56184341999999,0.0
2mer-0+4,1.22167584,4,2.44335168,-106.11849173,0.002399124,5.589,3.953,3.953,-0.0324921794235706,2.44335168,2.378367321152859,3.66502752,-104.85323810698381,-106.11849173999998,0.0
2mer-0+6,-0.87328117,8,-3.49312467,-109.6116164,0.001085751,7.299,5.149,5.149,0.047759436070919,-3.49312468,-3.302086935716324,-2.61984351,-108.15532504270013,-109.61161641999998,0.0
2mer-0+35,2.18319954,4,4.36639908,-105.24521732,0.0009791764,8.622,5.329,5.329,0.0084345964714884,4.36639908,4.383268272942977,6.549598619999999,-103.77205676975716,-105.24521733999998,0.0
2mer-0+10,3.31397883,4,6.62795766,-98.61725966,0.0009024153,7.54,5.476,5.476,0.1229389905929565,6.62795766,6.873835641185913,9.94193649,-96.89822112857124,-98.61725967999999,0.0
2mer-0+16,0.37870551,4,0.75741101,-97.85984865,0.0007859423,9.193,5.734,5.734,0.0188979692757129,0.75741102,0.7952069585514259,1.13611653,-96.1030141700198,-97.85984865999998,0.0
2mer-0+12,-1.6479671,8,-6.5918684,-104.45171705,0.000534934,9.004,6.519,6.519,0.0026165496092289,-6.5918684,-6.581402201563084,-4.9439013,-102.68441637158288,-104.45171705999998,0.0
