N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+19,-23.5593217,1,-11.77966085,-11.77966085,0.01902328,4.965,1.982,1.982,0.342714786529541
2mer-0+18,-18.55435759,1,-9.27717879,-21.05683965,0.01860105,5.097,1.997,1.997,0.3242201805114746
2mer-0+1,-8.97156714,2,-8.97156714,-30.02840679,0.00707979,5.21,2.756,2.756,0.029160302132368088
2mer-0+8,-10.2862352,2,-10.2862352,-40.31464199,0.006914117,4.616,2.778,2.778,-0.029560066759586334
2mer-0+7,-12.20674996,1,-6.10337498,-46.41801697,0.006794476,4.608,2.794,2.794,-0.1110524982213974
2mer-0+2,-5.53132723,1,-2.76566361,-49.18368058,0.006668211,5.033,2.811,2.811,-0.1015930026769638
2mer-0+5,-7.49335632,1,-3.74667816,-52.93035874,0.006640356,5.162,2.815,2.815,-0.07797887176275253
2mer-0+4,-6.87196371,1,-3.43598185,-56.36634059,0.006089562,5.691,2.898,2.898,-0.09045392274856567
2mer-0+3,-9.17857486,1,-4.58928743,-60.95562802,0.005626276,4.78,2.975,2.975,0.12205331772565842
2mer-0+22,-7.04052019,1,-3.52026009,-64.47588811,0.003084965,5.631,3.635,3.635,0.07448849827051163
2mer-0+6,-3.9385646,1,-1.9692823,-66.44517041,0.002227933,6.203,4.052,4.052,0.01643345132470131
2mer-0+31,-2.76719506,1,-1.38359753,-67.82876794,0.002195047,6.388,4.072,4.072,0.029286984354257584
2mer-0+14,0.49521573,2,0.49521573,-67.33355222,0.001926127,8.021,4.253,4.253,0.0021736971102654934
2mer-0+13,-2.11380401,2,-2.11380401,-69.44735623,0.001192758,7.995,4.99,4.99,-0.006269149947911501
2mer-0+11,-0.28364456,2,-0.28364456,-69.73100079,0.001191686,8.19,4.991,4.991,0.016401905566453934
2mer-0+16,-2.05133374,2,-2.05133374,-71.78233452,0.001176714,6.773,5.012,5.012,0.0007219117833301425
2mer-0+29,0.96967432,1,0.48483716,-71.29749736,0.001161744,9.095,5.034,5.034,-0.027250370010733604
2mer-0+21,-0.14594109,1,-0.07297054,-71.37046791,0.0009054665,8.921,5.47,5.47,-0.02468576468527317
2mer-0+9,-0.10554609,2,-0.10554609,-71.47601399,0.0008360245,8.521,5.617,5.617,0.014459849335253239
2mer-0+51,-0.19628654,1,-0.09814327,-71.57415726,0.0008253675,9.397,5.641,5.641,0.0002952470676973462
2mer-0+27,-0.69044302,2,-0.69044302,-72.26460029,0.0008142065,7.995,5.667,5.667,-0.006180793512612581
2mer-0+12,-0.03295796,1,-0.01647898,-72.28107927,0.0007337449,9.433,5.867,5.867,-0.003311675041913986
2mer-0+15,-0.24313831,1,-0.12156916,-72.40264842,0.0007130476,9.519,5.923,5.923,-0.0018052887171506882
2mer-0+54,0.73252818,1,0.36626409,-72.03638433,0.0006703362,8.05,6.046,6.046,0.008955317549407482
2mer-0+33,-0.05792753,2,-0.05792753,-72.09431186,0.0006197606,8.521,6.207,6.207,-0.011760622262954712
2mer-0+52,-0.9350944,1,-0.4675472,-72.56185906,0.0005989168,8.883,6.278,6.278,0.0020231616217643023
2mer-0+30,-0.34334823,2,-0.34334823,-72.90520729,0.0005904304,9.401,6.308,6.308,0.0006232343148440123
2mer-0+69,-0.46536616,1,-0.23268308,-73.13789037,0.0005222903,9.361,6.571,6.571,-0.0008055727230384946
2mer-0+28,0.19808977,2,0.19808977,-72.9398006,0.000461699,10.628,6.847,6.847,-0.004441368393599987
2mer-0+32,-0.31601164,2,-0.31601164,-73.25581225,0.0004369541,9.401,6.974,6.974,0.00034197664353996515
2mer-0+25,0.23214986,2,0.23214986,-73.02366238,0.0004259554,10.039,7.033,7.033,-0.003903262550011277
2mer-0+61,-0.54583415,1,-0.27291708,-73.29657946,0.0004183404,10.241,7.076,7.076,-0.0047034271992743015
2mer-0+72,-0.57586022,1,-0.28793011,-73.58450957,0.0004042283,9.894,7.157,7.157,-0.0010436445008963346
2mer-0+20,-0.12645073,1,-0.06322536,-73.64773493,0.0003923295,10.307,7.229,7.229,-0.005358535330742598
2mer-0+41,-0.16860023,1,-0.08430012,-73.73203504,0.0003753932,10.419,7.336,7.336,-0.005258460994809866
2mer-0+80,-0.04783578,1,-0.02391789,-73.75595294,0.0003734767,9.975,7.348,7.348,-0.004553244449198246
2mer-0+26,-0.07550883,2,-0.07550883,-73.83146177,0.0003643697,9.038,7.409,7.409,-0.0027951295487582684
2mer-0+23,-0.0549018,1,-0.0274509,-73.85891267,0.0003600079,10.414,7.439,7.439,-0.00516653573140502
2mer-0+74,0.24346436,1,0.12173218,-73.73718049,0.0003583991,9.447,7.45,7.45,0.003502805717289448
2mer-0+39,-0.01796168,1,-0.00898084,-73.74616133,0.0003494859,8.091,7.513,7.513,-0.006079233251512051
2mer-0+63,0.19828329,2,0.19828329,-73.54787804,0.0003074647,10.302,7.84,7.84,0.0008508627652190626
2mer-0+53,-0.17866476,1,-0.08933238,-73.63721042,0.0002995302,10.489,7.909,7.909,-0.001166761852800846
2mer-0+43,-0.06494378,1,-0.03247189,-73.6696823,0.0002974733,12.136,7.927,7.927,-0.0011362286750227213
2mer-0+93,-0.69161911,1,-0.34580955,-74.01549186,0.0002908666,10.457,7.987,7.987,0.002038638573139906
