N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+1,-27.52209438,4,-55.04418876,-55.04418876,0.02207662,4.964,1.886,1.886,0.35030797123908997
2mer-0+4,-12.4511585,4,-24.90231701,-79.94650577,0.006209984,4.47,2.879,2.879,0.7274837493896484
2mer-0+7,-4.92636031,4,-9.85272061,-89.79922638,0.005771491,5.109,2.95,2.95,0.3436982333660126
2mer-0+2,-4.05330848,2,-4.05330848,-93.85253486,0.002599329,6.087,3.849,3.849,0.1981079876422882
2mer-0+20,-3.28479601,2,-3.28479601,-97.13733087,0.002065251,7.845,4.155,4.155,0.08121845871210098
2mer-0+6,-2.11559805,4,-4.23119609,-101.36852696,0.00171823,7.947,4.418,4.418,0.10227158665657043
2mer-0+29,0.44446718,4,0.88893436,-100.4795926,0.001239319,9.029,4.927,4.927,0.013308968394994736
2mer-0+19,-1.16477113,2,-1.16477113,-101.64436373,0.0009852087,6.549,5.318,5.318,0.03696838393807411
2mer-0+17,0.19003744,2,0.19003744,-101.45432629,0.0008621196,8.94,5.56,5.56,0.06302057206630707
2mer-0+23,0.89430212,2,0.89430212,-100.56002416,0.0008504524,9.929,5.585,5.585,-0.002512329025194049
2mer-0+22,-0.92205779,4,-1.84411557,-102.40413974,0.0007419148,8.218,5.845,5.845,0.00827062875032425
2mer-0+30,0.27299639,4,0.54599279,-101.85814695,0.0006016886,8.218,6.268,6.268,0.055398378521203995
2mer-0+13,-0.27413011,4,-0.54826022,-102.40640718,0.0005703824,7.947,6.381,6.381,0.02151339314877987
2mer-0+24,-0.80871483,4,-1.61742965,-104.02383683,0.0005627542,9.029,6.41,6.41,0.0341881662607193
2mer-0+48,0.22005215,2,0.22005215,-103.80378468,0.0004985042,10.219,6.674,6.674,0.0021431162022054195
2mer-0+18,-0.02281605,4,-0.0456321,-103.84941678,0.0004335611,9.937,6.992,6.992,0.01708815060555935
2mer-0+16,-0.16723222,4,-0.33446444,-104.18388122,0.000413512,9.699,7.103,7.103,0.0192275233566761
2mer-0+45,-0.04776835,2,-0.04776835,-104.23164957,0.0003314414,11.894,7.647,7.647,-0.0015793057391420007
2mer-0+36,-0.29796017,2,-0.29796017,-104.52960975,0.0003015289,9.929,7.891,7.891,0.02572575770318508
2mer-0+72,0.06798016,4,0.13596032,-104.39364942,0.0002779358,12.154,8.109,8.109,0.0
2mer-0+86,0.25933134,4,0.51866269,-103.87498673,0.0002776894,12.214,8.111,8.111,0.0
2mer-0+60,-0.45056492,2,-0.45056492,-104.32555165,0.0002641565,10.219,8.247,8.247,0.0
2mer-0+52,0.20170338,4,0.40340676,-103.92214489,0.0002543423,10.283,8.352,8.352,0.0
2mer-0+44,-0.02883404,4,-0.05766808,-103.97981297,0.0002270312,12.474,8.674,8.674,0.0
2mer-0+80,-0.10789878,4,-0.21579757,-104.19561054,0.0002244982,10.577,8.707,8.707,0.0
2mer-0+37,0.18732331,2,0.18732331,-104.00828723,0.0002161752,8.94,8.817,8.817,0.0
2mer-0+69,0.03408501,4,0.06817002,-103.94011721,0.0001921689,12.203,9.17,9.17,0.0
2mer-0+47,-0.08090099,4,-0.16180198,-104.10191919,0.0001852187,11.9,9.283,9.283,0.0
2mer-0+73,-0.01095423,2,-0.01095423,-104.11287342,0.0001744611,11.894,9.47,9.47,0.0
2mer-0+75,0.17415546,2,0.17415546,-103.93871796,0.0001703628,11.894,9.546,9.546,0.0
2mer-0+42,-0.10754512,2,-0.10754512,-104.04626308,0.0001692082,12.173,9.567,9.567,0.0
2mer-0+110,0.08959347,4,0.17918693,-103.86707615,0.0001651595,13.806,9.645,9.645,0.0
2mer-0+43,0.02506677,4,0.05013355,-103.8169426,0.0001544812,11.9,9.862,9.862,0.0
2mer-0+85,-0.14152969,4,-0.28305938,-104.10000198,0.0001488981,13.646,9.984,9.984,0.0
2mer-0+66,-0.06995215,2,-0.06995215,-104.16995414,0.0001449168,11.894,10.075,10.075,0.0
2mer-0+55,0.04240584,4,0.08481168,-104.08514246,0.0001440777,13.202,10.094,10.094,0.0
2mer-0+94,0.05474578,4,0.10949157,-103.97565089,0.0001420974,13.646,10.141,10.141,0.0
2mer-0+68,0.11814917,4,0.23629833,-103.73935256,0.0001374538,12.474,10.254,10.254,0.0
2mer-0+96,-0.11423871,4,-0.22847743,-103.96782999,0.0001364525,12.934,10.279,10.279,0.0
2mer-0+74,-0.01237462,2,-0.01237462,-103.9802046,0.0001326973,13.823,10.375,10.375,0.0
2mer-0+103,-0.04134994,4,-0.08269988,-104.06290448,0.0001324033,12.934,10.382,10.382,0.0
2mer-0+87,-0.03335151,2,-0.03335151,-104.09625599,0.0001138413,14.482,10.919,10.919,0.0
2mer-0+123,0.00671667,4,0.01343333,-104.08282265,0.0001104522,13.806,11.029,11.029,0.0
2mer-0+71,-0.01422889,4,-0.02845778,-104.11128043,0.0001085142,13.202,11.094,11.094,0.0
2mer-0+133,-0.02506563,2,-0.02506563,-104.13634606,9.980176e-05,13.097,11.408,11.408,0.0
2mer-0+126,-0.02153749,2,-0.02153749,-104.15788355,9.684942e-05,14.442,11.523,11.523,0.0
2mer-0+182,-0.03867904,2,-0.03867904,-104.19656259,9.586002e-05,15.689,11.563,11.563,0.0
2mer-0+91,-0.01844621,4,-0.03689241,-104.23345501,9.584093e-05,12.203,11.563,11.563,0.0
2mer-0+101,-0.10111285,4,-0.20222569,-104.4356807,9.531829e-05,14.893,11.584,11.584,0.0
2mer-0+88,-0.02494383,4,-0.04988767,-104.48556837,9.324609e-05,13.41,11.67,11.67,0.0
2mer-0+195,0.03449377,4,0.06898754,-104.41658083,8.879244e-05,16.313,11.862,11.862,0.0
2mer-0+141,-0.06542596,4,-0.13085193,-104.54743275,8.792367e-05,14.006,11.901,11.901,0.0
2mer-0+145,0.0439231,4,0.0878462,-104.45958656,8.387973e-05,14.006,12.089,12.089,0.0
2mer-0+119,-0.08206729,2,-0.08206729,-104.54165384,8.357807e-05,15.893,12.103,12.103,0.0
2mer-0+189,0.06223735,2,0.06223735,-104.47941649,8.261782e-05,16.828,12.15,12.15,0.0
2mer-0+181,-0.01109791,4,-0.02219582,-104.50161231,7.951196e-05,15.328,12.306,12.306,0.0
2mer-0+107,0.03615858,2,0.03615858,-104.46545373,7.927641e-05,14.482,12.318,12.318,0.0
2mer-0+198,-0.00262715,2,-0.00262715,-104.46808088,7.491218e-05,15.267,12.553,12.553,0.0
