N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+19,-27.73077754,1,-13.86538877,-13.86538877,0.01902328,4.965,1.982,1.982,1.2787927389144897
2mer-0+18,-22.28410396,1,-11.14205198,-25.00744075,0.01860105,5.097,1.997,1.997,1.164133071899414
2mer-0+1,-9.06394519,2,-9.06394519,-34.07138593,0.00707979,5.21,2.756,2.756,0.2910904884338379
2mer-0+8,-9.17631744,2,-9.17631744,-43.24770337,0.006914117,4.616,2.778,2.778,0.6740206480026245
2mer-0+7,-12.05357247,1,-6.02678623,-49.27448961,0.006794476,4.608,2.794,2.794,0.5963360071182251
2mer-0+2,-3.10976005,1,-1.55488003,-50.82936963,0.006668211,5.033,2.811,2.811,0.17409861087799072
2mer-0+5,-6.97736757,1,-3.48868379,-54.31805342,0.006640356,5.162,2.815,2.815,0.20470423996448517
2mer-0+4,-5.31700134,1,-2.65850067,-56.97655409,0.006089562,5.691,2.898,2.898,0.1652831882238388
2mer-0+3,-8.01894131,1,-4.00947065,-60.98602474,0.005626276,4.78,2.975,2.975,0.3090684711933136
2mer-0+22,-6.36436315,1,-3.18218158,-64.16820632,0.003084965,5.631,3.635,3.635,0.1790546178817749
2mer-0+6,-3.8946111,1,-1.94730555,-66.11551187,0.002227933,6.203,4.052,4.052,0.13015133142471313
2mer-0+31,-2.00183367,1,-1.00091683,-67.1164287,0.002195047,6.388,4.072,4.072,0.11704295873641968
2mer-0+14,0.82813612,2,0.82813612,-66.28829258,0.001926127,8.021,4.253,4.253,0.07237844169139862
2mer-0+13,-2.02030468,2,-2.02030468,-68.30859726,0.001192758,7.995,4.99,4.99,0.044164128601551056
2mer-0+11,-0.04847979,2,-0.04847979,-68.35707705,0.001191686,8.19,4.991,4.991,0.03278372436761856
2mer-0+16,-2.0213837,2,-2.0213837,-70.37846074,0.001176714,6.773,5.012,5.012,0.08158726990222931
2mer-0+29,1.24345072,1,0.62172536,-69.75673538,0.001161744,9.095,5.034,5.034,0.01281849667429924
2mer-0+21,-0.1075,1,-0.05375,-69.81048538,0.0009054665,8.921,5.47,5.47,0.013052045367658138
2mer-0+9,0.0245947,2,0.0245947,-69.78589068,0.0008360245,8.521,5.617,5.617,0.012476805597543716
2mer-0+51,-0.11141508,1,-0.05570754,-69.84159822,0.0008253675,9.397,5.641,5.641,0.010158744640648365
2mer-0+27,-0.76572029,2,-0.76572029,-70.60731851,0.0008142065,7.995,5.667,5.667,0.029973456636071205
2mer-0+12,-0.00703408,1,-0.00351704,-70.61083555,0.0007337449,9.433,5.867,5.867,0.005292221438139677
2mer-0+15,-0.23044161,1,-0.1152208,-70.72605635,0.0007130476,9.519,5.923,5.923,0.0036416647490113974
2mer-0+54,0.79612097,1,0.39806048,-70.32799587,0.0006703362,8.05,6.046,6.046,0.050033170729875565
2mer-0+33,-0.04285974,2,-0.04285974,-70.37085561,0.0006197606,8.521,6.207,6.207,0.01969882845878601
2mer-0+52,-0.96289608,1,-0.48144804,-70.85230365,0.0005989168,8.883,6.278,6.278,0.012085254304111004
2mer-0+30,-0.31966483,2,-0.31966483,-71.17196849,0.0005904304,9.401,6.308,6.308,0.009897461161017418
2mer-0+69,-0.40644702,1,-0.20322351,-71.37519199,0.0005222903,9.361,6.571,6.571,0.0330510251224041
2mer-0+28,0.20269736,2,0.20269736,-71.17249464,0.000461699,10.628,6.847,6.847,0.004867895040661097
2mer-0+32,-0.22598182,2,-0.22598182,-71.39847646,0.0004369541,9.401,6.974,6.974,0.0026503517292439938
2mer-0+25,0.28084902,2,0.28084902,-71.11762744,0.0004259554,10.039,7.033,7.033,0.0010882050264626741
2mer-0+61,-0.55487066,1,-0.27743533,-71.39506277,0.0004183404,10.241,7.076,7.076,0.013096491806209087
2mer-0+72,-0.65639302,1,-0.32819651,-71.72325929,0.0004042283,9.894,7.157,7.157,0.00101711496245116
2mer-0+20,-0.16007451,1,-0.08003726,-71.80329654,0.0003923295,10.307,7.229,7.229,0.00036166480276733637
2mer-0+41,-0.17270662,1,-0.08635331,-71.88964985,0.0003753932,10.419,7.336,7.336,-0.0007133182371035218
2mer-0+80,-0.01762402,1,-0.00881201,-71.89846186,0.0003734767,9.975,7.348,7.348,0.0023388443514704704
2mer-0+26,-0.00919576,2,-0.00919576,-71.90765762,0.0003643697,9.038,7.409,7.409,0.0008401777595281601
2mer-0+23,-0.05717237,1,-0.02858618,-71.9362438,0.0003600079,10.414,7.439,7.439,0.0006466297782026231
2mer-0+74,0.19159927,1,0.09579963,-71.84044417,0.0003583991,9.447,7.45,7.45,0.004331452772021294
2mer-0+39,0.15090744,1,0.07545372,-71.76499045,0.0003494859,8.091,7.513,7.513,0.006393545772880316
2mer-0+63,0.19523739,2,0.19523739,-71.56975306,0.0003074647,10.302,7.84,7.84,0.0003397235705051571
2mer-0+53,-0.17317631,1,-0.08658816,-71.65634121,0.0002995302,10.489,7.909,7.909,-0.00010116644261870533
2mer-0+43,-0.06767954,1,-0.03383977,-71.69018098,0.0002974733,12.136,7.927,7.927,-0.0005475325742736459
