N-mer Name,mb_energy,Num. Rep. (#), N-mer Contribution (kJ/mol),lattice_energy,Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),min_sep,dAPNet2,le_contribution,dAPNet2_le_contribution,mb_energy_norm,dAPNet2_le,le_prev
2mer-0+1,-71.4112877,2,-71.4112877,-71.4112877,0.02875668,5.33,1.727,1.727,2.252480983734131,-71.4112877,-69.15880671626587,-214.2338631,-69.15880671626587,-71.4112877
2mer-0+2,-14.22300906,4,-28.44601811,-99.85730581,0.00607616,4.054,2.9,2.9,3.754629373550415,-28.44601812,-20.93675937289917,-42.66902718,-90.09556608916505,-99.85730582000001
2mer-0+3,-2.80541396,4,-5.61082792,-105.46813372,0.005209518,5.676,3.053,3.053,1.732318639755249,-5.61082792,-2.146190640489502,-8.416241880000001,-92.24175672965455,-105.46813374000001
2mer-0+6,-7.61134234,2,-7.61134234,-113.07947607,0.004497886,5.72,3.206,3.206,1.4525842666625977,-7.61134234,-6.1587580733374025,-22.83402702,-98.40051480299195,-113.07947608
2mer-0+10,-1.54176518,2,-1.54176518,-114.62124124,0.003715508,5.436,3.417,3.417,1.397843599319458,-1.54176518,-0.14392158068054206,-4.62529554,-98.54443638367249,-114.62124126
2mer-0+15,-3.31272231,4,-6.62544461,-121.24668585,0.001996069,7.581,4.203,4.203,0.5290855169296265,-6.62544462,-5.567273586140747,-9.93816693,-104.11170996981323,-121.24668588
2mer-0+21,1.23352768,2,1.23352768,-120.01315817,0.00112304,9.628,5.091,5.091,0.199981078505516,1.23352768,1.433508758505516,3.7005830399999997,-102.67820121130772,-120.0131582
2mer-0+17,-1.849669,2,-1.849669,-121.86282717,0.001114348,6.016,5.104,5.104,0.6571855545043945,-1.849669,-1.1924834454956055,-5.549007,-103.87068465680333,-121.86282720000001
2mer-0+19,0.31339529,2,0.31339529,-121.54943188,0.001066908,8.037,5.179,5.179,0.2750084698200226,0.31339529,0.5884037598200226,0.94018587,-103.28228089698331,-121.54943191000001
2mer-0+22,-2.30101175,2,-2.30101175,-123.85044363,0.0008494195,8.301,5.588,5.588,0.2063913643360138,-2.30101175,-2.094620385663986,-6.903035249999999,-105.3769012826473,-123.85044366000001
2mer-0+20,-0.80299608,2,-0.80299608,-124.65343971,0.0008049631,8.037,5.689,5.689,0.1966924965381622,-0.80299608,-0.6063035834618378,-2.4089882400000002,-105.98320486610913,-124.65343974000001
2mer-0+25,1.22858704,2,1.22858704,-123.42485267,0.0007907238,8.108,5.723,5.723,0.1762183606624603,1.22858704,1.4048054006624604,3.6857611200000004,-104.57839946544668,-123.42485270000002
2mer-0+29,0.41178598,4,0.82357196,-122.60128071,0.0007267028,10.239,5.886,5.886,0.1252149194478988,0.82357196,1.0740017988957975,1.23535794,-103.50439766655089,-122.60128074000002
2mer-0+24,-0.92797504,2,-0.92797504,-123.52925575,0.0006836618,9.123,6.007,6.007,0.1156099513173103,-0.92797504,-0.8123650886826896,-2.78392512,-104.31676275523358,-123.52925578000003
2mer-0+27,-1.18852839,4,-2.37705678,-125.90631253,0.0006209474,8.129,6.203,6.203,0.1979983150959015,-2.37705678,-1.9810601498081972,-3.5655851700000003,-106.29782290504178,-125.90631256000003
2mer-0+32,0.60852438,4,1.21704875,-124.68926378,0.0005628143,8.692,6.409,6.409,0.084045335650444,1.21704876,1.385139431300888,1.82557314,-104.9126834737409,-124.68926380000003
2mer-0+38,-0.54356767,2,-0.54356767,-125.23283145,0.0005243228,10.661,6.562,6.562,0.0896815806627273,-0.54356767,-0.45388608933727265,-1.63070301,-105.36656956307817,-125.23283147000004
2mer-0+43,-0.07254001,4,-0.14508003,-125.37791148,0.0004591491,10.651,6.859,6.859,0.0330332927405834,-0.14508002,-0.0790134345188332,-0.21762003000000002,-105.445582997597,-125.37791149000003
2mer-0+50,0.23224124,2,0.23224124,-125.14567024,0.0004549401,11.353,6.88,6.88,0.0372529998421669,0.23224124,0.2694942398421669,0.6967237199999999,-105.17608875775484,-125.14567025000004
2mer-0+51,0.32401356,2,0.32401356,-124.82165667,0.0003429133,10.927,7.56,7.56,0.006495043169707,0.32401356,0.330508603169707,0.9720406799999999,-104.84558015458514,-124.82165669000004
2mer-0+42,0.2599104,2,0.2599104,-124.56174627,0.0003257788,8.301,7.691,7.691,0.0679695531725883,0.2599104,0.3278799531725883,0.7797312,-104.51770020141255,-124.56174629000004
2mer-0+41,0.19565832,2,0.19565832,-124.36608796,0.0003141023,8.108,7.785,7.785,0.0730101019144058,0.19565832,0.26866842191440576,0.58697496,-104.24903177949814,-124.36608797000004
2mer-0+65,0.22535799,2,0.22535799,-124.14072996,0.0002861413,12.241,8.03,8.03,0.0,0.22535799,0.22535799,0.67607397,-104.02367378949813,-124.14072998000003
2mer-0+56,-0.32386782,2,-0.32386782,-124.46459778,0.0002831614,9.804,8.059,8.059,0.0,-0.32386782,-0.32386782,-0.9716034599999999,-104.34754160949814,-124.46459780000004
2mer-0+52,0.27718071,4,0.55436142,-123.91023637,0.0002761921,9.424,8.126,8.126,0.0,0.55436142,0.55436142,0.83154213,-103.79318018949813,-123.91023638000003
2mer-0+54,0.09677832,4,0.19355665,-123.71667972,0.0002717041,10.227,8.17,8.17,0.0,0.19355664,0.19355664,0.29033496000000003,-103.59962354949813,-123.71667974000003
2mer-0+68,-0.20552039,2,-0.20552039,-123.92220011,0.0002649711,11.439,8.239,8.239,0.0,-0.20552039,-0.20552039,-0.61656117,-103.80514393949814,-123.92220013000004
2mer-0+66,0.18637617,2,0.18637617,-123.73582394,0.0002512678,10.873,8.386,8.386,0.0,0.18637617,0.18637617,0.5591285100000001,-103.61876776949813,-123.73582396000003
2mer-0+71,-0.21027017,4,-0.42054034,-124.15636428,0.0002276959,11.395,8.666,8.666,0.0,-0.42054034,-0.42054034,-0.63081051,-104.03930810949814,-124.15636430000004
2mer-0+67,-0.07636986,2,-0.07636986,-124.23273414,0.0002198776,11.353,8.767,8.767,0.0,-0.07636986,-0.07636986,-0.22910957999999998,-104.11567796949814,-124.23273416000004
2mer-0+73,-0.20077383,4,-0.40154765,-124.6342818,0.0002188173,12.464,8.782,8.782,0.0,-0.40154766,-0.40154766,-0.60232149,-104.51722562949814,-124.63428182000004
2mer-0+61,-0.16368803,2,-0.16368803,-124.79796983,0.0002182791,10.927,8.789,8.789,0.0,-0.16368803,-0.16368803,-0.49106409000000006,-104.68091365949815,-124.79796985000004
2mer-0+72,0.07321511,4,0.14643023,-124.6515396,0.0002146273,11.91,8.838,8.838,0.0,0.14643022,0.14643022,0.21964533,-104.53448343949815,-124.65153963000004
2mer-0+80,-0.31318467,2,-0.31318467,-124.96472427,0.0001863844,12.241,9.264,9.264,0.0,-0.31318467,-0.31318467,-0.9395540099999999,-104.84766810949814,-124.96472430000004
2mer-0+84,-0.17716569,2,-0.17716569,-125.14188996,0.000185967,11.503,9.271,9.271,0.0,-0.17716569,-0.17716569,-0.5314970699999999,-105.02483379949814,-125.14188999000004
2mer-0+94,-0.26219102,2,-0.26219102,-125.40408098,0.0001755964,12.924,9.45,9.45,0.0,-0.26219102,-0.26219102,-0.78657306,-105.28702481949814,-125.40408101000004
2mer-0+93,0.32372891,2,0.32372891,-125.08035207,0.0001695835,12.426,9.56,9.56,0.0,0.32372891,0.32372891,0.9711867299999999,-104.96329590949814,-125.08035210000004
2mer-0+99,0.13537115,2,0.13537115,-124.94498092,0.0001596351,14.474,9.755,9.755,0.0,0.13537115,0.13537115,0.40611345,-104.82792475949815,-124.94498095000004
2mer-0+91,-0.06768474,4,-0.13536948,-125.08035041,0.0001460948,13.312,10.047,10.047,0.0,-0.13536948,-0.13536948,-0.20305421999999998,-104.96329423949814,-125.08035043000004
2mer-0+112,0.11849429,4,0.23698858,-124.84336183,0.0001403976,14.752,10.182,10.182,0.0,0.23698858,0.23698858,0.35548287,-104.72630565949814,-124.84336185000004
2mer-0+89,-0.0277545,4,-0.055509,-124.89887083,0.0001274951,11.766,10.514,10.514,0.0,-0.055509,-0.055509,-0.0832635,-104.78181465949814,-124.89887085000004
2mer-0+132,0.07683094,2,0.07683094,-124.82203988,0.0001252446,14.913,10.577,10.577,0.0,0.07683094,0.07683094,0.23049282,-104.70498371949814,-124.82203991000004
2mer-0+106,-0.21482312,2,-0.21482312,-125.036863,0.0001234233,13.918,10.628,10.628,0.0,-0.21482312,-0.21482312,-0.64446936,-104.91980683949815,-125.03686303000005
2mer-0+92,-0.02285344,4,-0.04570689,-125.08256989,0.0001226267,12.162,10.651,10.651,0.0,-0.04570688,-0.04570688,-0.06856032,-104.96551371949815,-125.08256991000005
2mer-0+97,0.01083265,2,0.01083265,-125.07173724,0.0001181457,11.503,10.784,10.784,0.0,0.01083265,0.01083265,0.03249795,-104.95468106949815,-125.07173726000005
2mer-0+128,0.05541113,4,0.11082226,-124.96091499,0.0001178273,15.306,10.794,10.794,0.0,0.11082226,0.11082226,0.16623339,-104.84385880949814,-124.96091500000004
2mer-0+144,0.13664357,2,0.13664357,-124.82427141,0.0001177227,15.675,10.797,10.797,0.0,0.13664357,0.13664357,0.40993071,-104.70721523949814,-124.82427143000004
2mer-0+113,-0.02418577,4,-0.04837155,-124.87264296,0.0001171663,12.611,10.814,10.814,0.0,-0.04837154,-0.04837154,-0.07255731,-104.75558677949815,-124.87264297000004
