N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+1,-30.44347263,4,-60.88694527,-60.88694527,0.01813338,4.313,2.014,2.014,0.7216290235519409
2mer-0+3,-41.35718974,2,-41.35718974,-102.24413501,0.01668822,4.695,2.071,2.071,1.0058776140213013
2mer-0+5,-2.11527986,4,-4.23055973,-106.47469474,0.009147917,4.943,2.53,2.53,0.39656880497932434
2mer-0+9,3.60768952,2,3.60768952,-102.86700522,0.002556938,7.904,3.87,3.87,0.40922537446022034
2mer-0+4,2.03719362,4,4.07438724,-98.79261799,0.002399124,5.589,3.953,3.953,0.26476338505744934
2mer-0+6,-0.71428119,8,-2.85712476,-101.64974275,0.001085751,7.299,5.149,5.149,0.23288391530513763
2mer-0+35,2.29361899,4,4.58723797,-97.06250478,0.0009791764,8.622,5.329,5.329,0.33730292320251465
2mer-0+10,3.32454924,4,6.64909848,-90.4134063,0.0009024153,7.54,5.476,5.476,0.12405228614807129
2mer-0+16,0.42763153,4,0.85526306,-89.55814324,0.0007859423,9.193,5.734,5.734,0.1429692655801773
2mer-0+12,-1.62106152,8,-6.48424607,-96.04238931,0.000534934,9.004,6.519,6.519,0.07168857008218765
2mer-0+31,-3.78620683,2,-3.78620683,-99.82859613,0.000532393,9.389,6.529,6.529,0.13788142800331116
2mer-0+23,-0.88805882,8,-3.55223527,-103.3808314,0.0005075125,9.322,6.634,6.634,0.03545511141419411
2mer-0+26,2.22013597,2,2.22013597,-101.16069543,0.0003000851,7.904,7.904,7.904,0.017759883776307106
2mer-0+34,-1.25101793,8,-5.00407173,-106.16476716,0.0002831232,10.927,8.059,8.059,0
2mer-0+29,0.6321065,4,1.26421299,-104.90055416,0.0002716435,9.193,8.171,8.171,0
2mer-0+61,0.21540279,8,0.86161118,-104.03894299,0.0002374358,11.697,8.546,8.546,0
2mer-0+50,0.66499126,4,1.32998253,-102.70896046,0.0002201675,12.497,8.764,8.764,0
2mer-0+45,0.73672245,4,1.4734449,-101.23551556,0.0002174028,11.178,8.801,8.801,0
2mer-0+37,-0.19894192,8,-0.79576769,-102.03128326,0.0002155932,10.924,8.825,8.825,0
2mer-0+51,-0.57028398,4,-1.14056796,-103.17185122,0.0001892028,12.273,9.218,9.218,0
2mer-0+62,1.54112602,4,3.08225204,-100.08959918,0.0001806795,11.797,9.36,9.36,0
2mer-0+131,0.94561535,4,1.8912307,-98.19836848,0.0001692183,12.974,9.567,9.567,0
2mer-0+48,0.34639153,8,1.3855661,-96.81280238,0.0001591414,12.124,9.765,9.765,0
2mer-0+56,-0.80245009,4,-1.60490017,-98.41770255,0.0001548252,11.981,9.855,9.855,0
2mer-0+60,0.34579229,8,1.38316917,-97.03453338,0.0001507975,13.35,9.942,9.942,0
2mer-0+72,-0.56560467,4,-1.13120934,-98.16574272,0.0001493824,12.222,9.973,9.973,0
2mer-0+68,-0.43455084,4,-0.86910169,-99.03484441,0.0001375211,12.273,10.252,10.252,0
2mer-0+89,-0.29113454,4,-0.58226909,-99.61711349,0.0001067812,13.483,11.154,11.154,0
2mer-0+122,-1.0049023,2,-1.0049023,-100.62201579,0.0001059652,14.084,11.183,11.183,0
2mer-0+129,-0.04769273,4,-0.09538546,-100.71740125,9.710095e-05,14.117,11.513,11.513,0
2mer-0+90,-0.40407991,8,-1.61631964,-102.33372089,9.388976e-05,14.354,11.643,11.643,0
2mer-0+165,0.34120024,8,1.36480095,-100.96891995,9.32635e-05,15.192,11.669,11.669,0
2mer-0+109,-0.31419401,8,-1.25677602,-102.22569597,9.081612e-05,14.555,11.773,11.773,0
2mer-0+132,0.35124298,2,0.35124298,-101.87445299,9.078946e-05,15.808,11.774,11.774,0
2mer-0+95,0.60684872,4,1.21369745,-100.66075554,8.890769e-05,12.497,11.856,11.856,0
