N-mer Name,mb_energy,Num. Rep. (#), N-mer Contribution (kJ/mol),lattice_energy,Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),min_sep,dAPNet2,le_contribution,dAPNet2_le_contribution,mb_energy_norm,dAPNet2_le,le_prev
2mer-0+5,-26.79537545,2,-26.79537545,-26.79537545,0.01787525,4.663,2.024,2.024,1.195418357849121,-26.79537545,-25.59995709215088,-80.38612635000001,-25.59995709215088,-26.79537545
2mer-0+3,-57.42128878,1,-28.71064439,-55.50601984,0.01694217,3.315,2.06,2.06,1.8966161012649536,-28.71064439,-27.762336339367522,-172.26386634,-53.3622934315184,-55.50601984
2mer-0+16,-23.52658069,1,-11.76329034,-67.26931018,0.008112176,4.15,2.634,2.634,1.393600583076477,-11.763290345,-11.066490053461761,-70.57974207,-64.42878348498016,-67.269310185
2mer-0+4,-1.36213917,2,-1.36213917,-68.63144934,0.007412925,5.126,2.714,2.714,0.8092618584632874,-1.36213917,-0.5528773115367127,-4.08641751,-64.98166079651688,-68.631449355
2mer-0+7,2.40975721,2,2.40975721,-66.22169213,0.005227882,5.557,3.049,3.049,0.6788559556007385,2.40975721,3.0886131656007385,7.2292716299999995,-61.893047630916136,-66.221692145
2mer-0+14,-7.65630677,1,-3.82815338,-70.04984551,0.004957854,5.366,3.103,3.103,0.3801831603050232,-3.828153385,-3.638061804847488,-22.968920309999998,-65.53110943576363,-70.04984553
2mer-0+2,3.78244282,2,3.78244282,-66.26740269,0.004949507,3.604,3.105,3.105,1.63528311252594,3.78244282,5.41772593252594,11.34732846,-60.113383503237685,-66.26740271
2mer-0+1,-16.68080574,1,-8.34040287,-74.60780556,0.004229618,3.657,3.272,3.272,1.3807297945022583,-8.34040287,-7.650037972748871,-50.042417220000004,-67.76342147598656,-74.60780558
2mer-0+19,-6.39825611,2,-6.39825611,-81.00606167,0.003894318,5.268,3.363,3.363,0.5273354649543762,-6.39825611,-5.870920645045624,-19.194768330000002,-73.63434212103219,-81.00606169000001
2mer-0+10,2.94130668,2,2.94130668,-78.06475499,0.001796747,6.994,4.353,4.353,0.2331502586603164,2.94130668,3.1744569386603163,8.823920039999999,-70.45988518237188,-78.06475501000001
2mer-0+11,-1.08478093,2,-1.08478093,-79.14953592,0.001498362,6.458,4.624,4.624,0.2819468677043915,-1.08478093,-0.8028340622956085,-3.25434279,-71.26271924466748,-79.14953594
2mer-0+37,-3.34082744,1,-1.67041372,-80.81994964,0.001298722,5.624,4.85,4.85,0.2396691888570785,-1.67041372,-1.5505791255714607,-10.02248232,-72.81329837023894,-80.81994966
2mer-0+27,-5.88681397,1,-2.94340699,-83.76335663,0.001279179,5.881,4.875,4.875,0.3783314228057861,-2.943406985,-2.754241273597107,-17.660441910000003,-75.56753964383604,-83.763356645
2mer-0+13,3.57590473,2,3.57590473,-80.1874519,0.001266109,6.525,4.892,4.892,0.1831871122121811,3.57590473,3.759091842212181,10.72771419,-71.80844780162386,-80.187451915
