N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+5,-7.46060484,6,-22.38181451,-22.38181451,0.007344023,7.021,2.722,2.722,0.14900021255016327
2mer-0+1,-16.92913876,8,-67.71655506,-90.09836957,0.006181186,6.08,2.883,2.883,0.1230449229478836
2mer-0+15,-0.21621237,12,-1.29727424,-91.39564381,0.0007600164,9.929,5.799,5.799,-0.003586643375456333
2mer-0+27,-0.14859285,24,-1.78311417,-93.17875798,0.0003877338,11.643,7.257,7.257,-0.0010274858213961124
2mer-0+51,-0.15450499,8,-0.61801998,-93.79677796,0.0002230476,12.161,8.726,8.726,0
2mer-0+59,-0.05006003,6,-0.15018008,-93.94695804,0.0001714962,14.042,9.525,9.525,0
2mer-0+68,-0.01543879,24,-0.18526546,-94.13222349,0.0001092099,15.699,11.071,11.071,0
2mer-0+65,-0.01885875,24,-0.22630498,-94.35852847,0.0001021218,15.302,11.321,11.321,0
2mer-0+113,-0.01198137,24,-0.14377643,-94.5023049,6.577324e-05,17.198,13.109,13.109,0
2mer-0+131,-0.00804459,24,-0.09653504,-94.59883994,5.876381e-05,18.241,13.611,13.611,0
2mer-0+152,-0.01044917,8,-0.0417967,-94.64063663,4.606856e-05,18.241,14.762,14.762,0
2mer-0+169,-0.00267536,12,-0.01605215,-94.65668878,3.808868e-05,19.858,15.728,15.728,0
2mer-0+178,-0.00286081,48,-0.06865947,-94.72534825,3.407931e-05,20.768,16.322,16.322,0
2mer-0+205,-0.00370525,6,-0.01111574,-94.73646399,3.292131e-05,21.063,16.511,16.511,0
2mer-0+214,-0.00330828,24,-0.0396993,-94.77616329,2.900121e-05,21.063,17.224,17.224,0
2mer-0+247,-0.00228462,24,-0.02741543,-94.80357872,2.789383e-05,22.202,17.449,17.449,0
2mer-0+289,-0.00177305,24,-0.0212766,-94.82485532,2.227156e-05,23.286,18.808,18.808,0
2mer-0+283,-0.00218553,24,-0.02622639,-94.85108171,2.125082e-05,23.02,19.105,19.105,0
