N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+2,-82.6420149,2,-82.6420149,-82.6420149,0.02169007,5.315,1.897,1.897,0.8797875046730042
2mer-0+4,-37.43376168,2,-37.43376168,-120.07577658,0.01539951,6.666,2.127,2.127,0.37378019094467163
2mer-0+6,0.50939356,2,0.50939356,-119.56638302,0.01172207,6.169,2.33,2.33,0.7249292135238647
2mer-0+25,-1.58726146,2,-1.58726146,-121.15364448,0.009799152,7.983,2.473,2.473,0.24774512648582458
2mer-0+1,-29.63484397,2,-29.63484397,-150.78848845,0.005889715,5.505,2.93,2.93,0.6540202498435974
2mer-0+3,-2.60657907,2,-2.60657907,-153.39506752,0.004571022,3.814,3.189,3.189,1.2612359523773193
2mer-0+12,-7.65156125,2,-7.65156125,-161.04662877,0.002852764,7.545,3.731,3.731,0.08601746708154678
2mer-0+13,2.69460748,2,2.69460748,-158.3520213,0.001732545,9.496,4.406,4.406,0.030447984114289284
2mer-0+9,-4.05476396,2,-4.05476396,-162.40678526,0.001250384,7.813,4.912,4.912,0.12119080126285553
2mer-0+15,-8.00992291,2,-8.00992291,-170.41670816,0.001187899,7.435,4.997,4.997,0.07915845513343811
2mer-0+11,0.48928902,2,0.48928902,-169.92741914,0.001008942,9.133,5.276,5.276,0.04169522225856781
2mer-0+26,0.65745418,2,0.65745418,-169.26996496,0.0009217316,10.233,5.438,5.438,0.011141087859869003
2mer-0+16,-0.67017192,2,-0.67017192,-169.94013688,0.0009028155,8.194,5.475,5.475,0.08404684066772461
2mer-0+36,-2.54989458,2,-2.54989458,-172.49003146,0.0008193655,9.634,5.655,5.655,0.010175442323088646
2mer-0+19,-0.62598293,2,-0.62598293,-173.11601439,0.0007642174,10.438,5.788,5.788,0.021477030590176582
2mer-0+27,2.37670391,2,2.37670391,-170.73931048,0.0007050102,10.233,5.946,5.946,0.01699981652200222
2mer-0+14,-4.29256643,2,-4.29256643,-175.03187691,0.0006760709,7.84,6.029,6.029,0.06718757003545761
2mer-0+21,3.0750635,2,3.0750635,-171.95681341,0.0005036467,7.628,6.651,6.651,0.06329485774040222
2mer-0+28,0.52149044,2,0.52149044,-171.43532297,0.0004681132,11.205,6.815,6.815,0.01169756893068552
2mer-0+33,-1.2944737,2,-1.2944737,-172.72979667,0.0004235878,11.02,7.046,7.046,0.007025810424238443
2mer-0+58,1.76657059,2,1.76657059,-170.96322608,0.0004092237,12.454,7.128,7.128,0.0014597317203879356
2mer-0+24,-0.79772022,2,-0.79772022,-171.76094631,0.0004027611,10.607,7.166,7.166,0.0006886057672090828
2mer-0+42,0.62428352,2,0.62428352,-171.13666278,0.0003905103,9.925,7.24,7.24,-0.0016075301682576537
2mer-0+46,4.69937962,2,4.69937962,-166.43728316,0.0003124828,10.444,7.798,7.798,-0.00019541283836588264
2mer-0+64,0.7590668,2,0.7590668,-165.67821636,0.0002905249,12.371,7.99,7.99,0.0028235209174454212
2mer-0+31,-0.01810126,2,-0.01810126,-165.69631762,0.0002861295,10.332,8.031,8.031,0
2mer-0+79,1.55795093,2,1.55795093,-164.13836669,0.0002710287,13.647,8.177,8.177,0
2mer-0+68,-0.36720735,2,-0.36720735,-164.50557405,0.0002657258,12.66,8.231,8.231,0
2mer-0+51,0.12789359,2,0.12789359,-164.37768045,0.0002595832,12.181,8.295,8.295,0
2mer-0+45,-0.95900847,2,-0.95900847,-165.33668892,0.00025522,10.555,8.343,8.343,0
2mer-0+52,1.42245616,2,1.42245616,-163.91423276,0.0002336634,12.181,8.592,8.592,0
2mer-0+50,-1.01988543,2,-1.01988543,-164.93411819,0.0002255714,11.195,8.693,8.693,0
2mer-0+75,-0.01929464,2,-0.01929464,-164.95341282,0.0002206772,13.3,8.757,8.757,0
2mer-0+60,-2.32391732,2,-2.32391732,-167.27733014,0.0002194277,13.59,8.773,8.773,0
2mer-0+62,0.91046842,2,0.91046842,-166.36686172,0.0002178313,13.883,8.795,8.795,0
2mer-0+56,-1.65034717,2,-1.65034717,-168.01720889,0.0002069112,13.044,8.947,8.947,0
2mer-0+61,1.90699321,2,1.90699321,-166.11021568,0.0001935639,11.755,9.148,9.148,0
2mer-0+82,-1.42800044,2,-1.42800044,-167.53821611,0.0001827981,12.288,9.324,9.324,0
2mer-0+44,0.6337728,2,0.6337728,-166.90444332,0.0001823477,13.086,9.332,9.332,0
2mer-0+84,-0.11535528,2,-0.11535528,-167.01979859,0.0001822192,13.144,9.334,9.334,0
2mer-0+49,-1.23670006,2,-1.23670006,-168.25649865,0.0001787746,11.032,9.394,9.394,0
2mer-0+65,-1.23484012,2,-1.23484012,-169.49133877,0.0001669409,14.443,9.611,9.611,0
2mer-0+67,-0.5815929,2,-0.5815929,-170.07293167,0.0001646364,12.768,9.655,9.655,0
2mer-0+63,-1.0186105,2,-1.0186105,-171.09154217,0.0001596448,14.514,9.755,9.755,0
2mer-0+59,1.01641696,2,1.01641696,-170.07512521,0.0001450263,11.442,10.072,10.072,0
2mer-0+91,-1.7211698,2,-1.7211698,-171.79629501,0.00014294,15.111,10.121,10.121,0
2mer-0+54,-0.73565058,2,-0.73565058,-172.53194559,0.0001398213,13.065,10.196,10.196,0
