N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+7,-12.00220034,6,-36.00660101,-36.00660101,0.01035114,3.418,2.428,2.428,-0.42384159564971924
2mer-0+1,-1.58457767,6,-4.753733,-40.76033401,0.008552206,3.883,2.588,2.588,-0.2489253431558609
2mer-0+13,-1.06320788,6,-3.18962364,-43.94995766,0.002413713,5.13,3.945,3.945,-0.016563210636377335
2mer-0+25,-0.60186725,6,-1.80560176,-45.75555941,0.001389709,6.165,4.742,4.742,0.08735267072916031
2mer-0+19,-0.05668243,6,-0.17004729,-45.92560671,0.001177252,6.434,5.012,5.012,0.12303241342306137
2mer-0+16,0.13758391,6,0.41275172,-45.51285499,0.0010229,6.692,5.252,5.252,0.1100088432431221
2mer-0+43,0.5707695,6,1.71230849,-43.80054649,0.0008634158,5.883,5.557,5.557,-0.030202534049749374
2mer-0+40,0.35901543,6,1.07704629,-42.7235002,0.0007499443,7.256,5.824,5.824,0.03563578799366951
2mer-0+34,-0.42645933,6,-1.27937798,-44.00287818,0.0005466677,7.256,6.472,6.472,0.004746790509670973
2mer-0+61,-0.37768405,6,-1.13305215,-45.13593033,0.0004863604,8.02,6.729,6.729,0.023969201371073723
2mer-0+80,0.0078699,6,0.02360971,-45.11232062,0.0004665696,7.806,6.823,6.823,-0.001929743797518313
2mer-0+46,0.09937851,6,0.29813553,-44.81418509,0.0004140415,8.433,7.1,7.1,0.032932840287685394
2mer-0+49,-0.13161786,6,-0.39485357,-45.20903867,0.0004023541,8.229,7.168,7.168,-0.0014142896980047226
2mer-0+68,0.10285614,6,0.30856842,-44.90047025,0.0003644116,8.886,7.409,7.409,0.033403512090444565
2mer-0+92,-0.00894333,6,-0.02682998,-44.92730023,0.0002991027,9.697,7.913,7.913,0.06445056200027466
2mer-0+77,-0.06916975,6,-0.20750924,-45.13480947,0.0002864545,9.697,8.028,8.028,0
2mer-0+65,0.01381045,6,0.04143134,-45.09337813,0.000249798,9.871,8.402,8.402,0
2mer-0+110,-0.07186796,6,-0.21560389,-45.30898202,0.0002473172,9.521,8.43,8.43,0
2mer-0+64,-0.29211139,2,-0.29211139,-45.60109341,0.0002345022,8.886,8.581,8.581,0
2mer-0+143,0.31581641,6,0.94744923,-44.65364419,0.0002301459,9.158,8.635,8.635,0
2mer-0+104,-0.16986909,6,-0.50960728,-45.16325146,0.0002275514,9.521,8.668,8.668,0
2mer-0+125,-0.16141353,6,-0.48424058,-45.64749204,0.0002264903,9.341,8.681,8.681,0
