N-mer Name,mb_energy,Num. Rep. (#), N-mer Contribution (kJ/mol),lattice_energy,Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),min_sep,dAPNet2,le_contribution,dAPNet2_le_contribution,mb_energy_norm,dAPNet2_le,le_prev
2mer-0+1,-8.4395473,4,-16.87909461,-16.87909461,0.01038414,7.745,2.426,2.426,2.36232590675354,-16.8790946,-12.154442786492918,-25.318641899999996,-12.154442786492918,-16.87909461
2mer-0+5,-6.26181927,2,-6.26181927,-23.14091388,0.008569363,8.634,2.586,2.586,1.933357834815979,-6.26181927,-4.328461435184021,-18.78545781,-16.48290422167694,-23.14091388
2mer-0+7,-16.57072639,2,-16.57072639,-39.71164026,0.006364136,5.938,2.856,2.856,3.884258270263672,-16.57072639,-12.686468119736329,-49.71217917,-29.16937234141327,-39.711640270000004
2mer-0+3,-22.71505786,4,-45.43011571,-85.14175598,0.006294937,5.015,2.866,2.866,6.305807590484619,-45.43011572,-32.818500539030765,-68.14517358,-61.98787288044403,-85.14175599000001
2mer-0+11,-0.66143329,2,-0.66143329,-85.80318927,0.003228275,10.478,3.581,3.581,0.3923445045948028,-0.66143329,-0.26908878540519715,-1.9842998699999999,-62.256961665849225,-85.80318928000001
2mer-0+10,-0.54615858,2,-0.54615858,-86.34934785,0.001237557,9.785,4.929,4.929,0.2447495609521865,-0.54615858,-0.3014090190478135,-1.6384757399999998,-62.558370684897035,-86.34934786000001
2mer-0+6,-2.20269029,2,-2.20269029,-88.55203814,0.001067028,7.777,5.179,5.179,0.7176299095153809,-2.20269029,-1.4850603804846192,-6.608070870000001,-64.04343106538165,-88.55203815000002
2mer-0+15,-0.55897217,2,-0.55897217,-89.11101031,0.000821434,10.478,5.65,5.65,0.1623762398958206,-0.55897217,-0.3965959301041794,-1.6769165099999999,-64.44002699548584,-89.11101032000002
2mer-0+18,-0.63263924,2,-0.63263924,-89.74364955,0.0007985891,10.031,5.704,5.704,0.1696146577596664,-0.63263924,-0.46302458224033366,-1.8979177200000001,-64.90305157772617,-89.74364956000002
2mer-0+21,-0.52909699,4,-1.05819399,-90.80184354,0.0007340187,9.781,5.866,5.866,0.1629583090543747,-1.05819398,-0.7322773618912506,-1.58729097,-65.63532893961742,-90.80184354000002
2mer-0+19,-0.28914968,4,-0.57829937,-91.38014291,0.0006778374,11.807,6.024,6.024,0.0655696913599968,-0.57829936,-0.44715997728000645,-0.8674490400000001,-66.08248891689743,-91.38014290000002
2mer-0+17,-0.14648263,4,-0.29296526,-91.67310817,0.0006518769,11.423,6.103,6.103,0.0614048354327678,-0.29296526,-0.1701555891344644,-0.43944789,-66.2526445060319,-91.67310816000003
2mer-0+13,-0.87438947,2,-0.87438947,-92.54749764,0.0004867948,8.085,6.727,6.727,0.3686515092849731,-0.87438947,-0.505737960715027,-2.62316841,-66.75838246674692,-92.54749763000002
2mer-0+44,-0.17457031,2,-0.17457031,-92.72206795,0.0003293969,11.875,7.662,7.662,0.0028930455446243,-0.17457031,-0.1716772644553757,-0.52371093,-66.9300597312023,-92.72206794000002
2mer-0+22,-0.05282005,2,-0.05282005,-92.774888,0.0003245849,14.307,7.7,7.7,0.0018250927096232,-0.05282005,-0.0509949572903768,-0.15846015,-66.98105468849268,-92.77488799000001
2mer-0+14,-0.32038916,2,-0.32038916,-93.09527716,0.0003204969,9.785,7.733,7.733,0.0370471701025962,-0.32038916,-0.2833419898974038,-0.9611674800000001,-67.26439667839009,-93.09527715000002
2mer-0+16,-0.11471939,4,-0.22943877,-93.32471593,0.0002646354,10.549,8.242,8.242,0.0,-0.22943878,-0.22943878,-0.34415817000000004,-67.49383545839008,-93.32471593000001
2mer-0+56,-0.03141402,2,-0.03141402,-93.35612995,0.0002187867,14.682,8.782,8.782,0.0,-0.03141402,-0.03141402,-0.09424206,-67.52524947839008,-93.35612995000001
2mer-0+37,-0.0171458,4,-0.0342916,-93.39042155,0.0002157206,15.617,8.823,8.823,0.0,-0.0342916,-0.0342916,-0.051437399999999994,-67.55954107839008,-93.39042155000001
2mer-0+47,-0.05293402,4,-0.10586805,-93.4962896,0.0002005443,14.488,9.041,9.041,0.0,-0.10586804,-0.10586804,-0.15880206,-67.66540911839009,-93.49628959000002
2mer-0+70,-0.00908191,2,-0.00908191,-93.50537151,0.000195909,14.366,9.111,9.111,0.0,-0.00908191,-0.00908191,-0.027245730000000003,-67.6744910283901,-93.50537150000002
2mer-0+34,-0.07901166,2,-0.07901166,-93.58438317,0.0001877436,10.031,9.242,9.242,0.0,-0.07901166,-0.07901166,-0.23703498,-67.7535026883901,-93.58438316000003
2mer-0+38,-0.00702426,2,-0.00702426,-93.59140744,0.00018622,15.49,9.267,9.267,0.0,-0.00702426,-0.00702426,-0.02107278,-67.7605269483901,-93.59140742000002
2mer-0+49,-0.00594874,2,-0.00594874,-93.59735618,0.0001838029,14.195,9.307,9.307,0.0,-0.00594874,-0.00594874,-0.01784622,-67.76647568839009,-93.59735616000002
2mer-0+32,-0.05656345,4,-0.1131269,-93.71048308,0.0001736464,14.689,9.485,9.485,0.0,-0.1131269,-0.1131269,-0.16969035,-67.87960258839009,-93.71048306000002
2mer-0+46,-0.03541663,4,-0.07083327,-93.78131634,0.0001683269,12.485,9.584,9.584,0.0,-0.07083326,-0.07083326,-0.10624988999999999,-67.95043584839009,-93.78131632000002
2mer-0+75,-0.02994717,2,-0.02994717,-93.81126351,0.0001594845,15.955,9.758,9.758,0.0,-0.02994717,-0.02994717,-0.08984151,-67.98038301839009,-93.81126349000002
2mer-0+41,-0.04702286,2,-0.04702286,-93.85828637,0.0001572655,15.49,9.804,9.804,0.0,-0.04702286,-0.04702286,-0.14106858,-68.02740587839008,-93.85828635000001
2mer-0+66,-0.06818182,2,-0.06818182,-93.92646819,0.0001469979,14.809,10.027,10.027,0.0,-0.06818182,-0.06818182,-0.20454546,-68.09558769839009,-93.92646817000002
2mer-0+64,-0.04915082,2,-0.04915082,-93.97561901,0.0001384989,14.682,10.228,10.228,0.0,-0.04915082,-0.04915082,-0.14745246,-68.14473851839008,-93.97561899000002
2mer-0+42,-0.08598692,4,-0.17197384,-94.14759285,0.0001290053,13.483,10.473,10.473,0.0,-0.17197384,-0.17197384,-0.25796076,-68.31671235839009,-94.14759283000002
2mer-0+67,-0.00585794,2,-0.00585794,-94.15345078,0.0001241274,17.267,10.608,10.608,0.0,-0.00585794,-0.00585794,-0.01757382,-68.32257029839009,-94.15345077000002
2mer-0+90,-0.01073651,4,-0.02147301,-94.1749238,0.000112514,15.384,10.961,10.961,0.0,-0.02147302,-0.02147302,-0.03220953,-68.34404331839009,-94.17492379000002
2mer-0+62,-0.05969077,2,-0.05969077,-94.23461456,0.0001095832,14.195,11.058,11.058,0.0,-0.05969077,-0.05969077,-0.17907230999999998,-68.4037340883901,-94.23461456000003
2mer-0+73,-0.00366053,4,-0.00732105,-94.24193561,0.0001044382,17.731,11.237,11.237,0.0,-0.00732106,-0.00732106,-0.01098159,-68.41105514839009,-94.24193562000002
