N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+1,-8.4395473,4,-16.87909461,-16.87909461,0.01038414,7.745,2.426,2.426,0.9140192866325378
2mer-0+5,-6.26181927,2,-6.26181927,-23.14091388,0.008569363,8.634,2.586,2.586,0.7718856334686279
2mer-0+7,-16.57072639,2,-16.57072639,-39.71164026,0.006364136,5.938,2.856,2.856,1.2961422204971313
2mer-0+3,-22.71505786,4,-45.43011571,-85.14175598,0.006294937,5.015,2.866,2.866,1.7122083902359009
2mer-0+11,-0.66143329,2,-0.66143329,-85.80318927,0.003228275,10.478,3.581,3.581,0.16263943910598755
2mer-0+10,-0.54615858,2,-0.54615858,-86.34934785,0.001237557,9.785,4.929,4.929,0.0946832001209259
2mer-0+6,-2.20269029,2,-2.20269029,-88.55203814,0.001067028,7.777,5.179,5.179,0.2333478182554245
2mer-0+15,-0.55897217,2,-0.55897217,-89.11101031,0.000821434,10.478,5.65,5.65,0.07041775435209274
2mer-0+18,-0.63263924,2,-0.63263924,-89.74364955,0.0007985891,10.031,5.704,5.704,0.07224176824092865
2mer-0+21,-0.52909699,4,-1.05819399,-90.80184354,0.0007340187,9.781,5.866,5.866,0.06566108763217926
2mer-0+19,-0.28914968,4,-0.57829937,-91.38014291,0.0006778374,11.807,6.024,6.024,0.037957798689603806
2mer-0+17,-0.14648263,4,-0.29296526,-91.67310817,0.0006518769,11.423,6.103,6.103,0.031008504331111908
2mer-0+13,-0.87438947,2,-0.87438947,-92.54749764,0.0004867948,8.085,6.727,6.727,0.11815747618675232
2mer-0+44,-0.17457031,2,-0.17457031,-92.72206795,0.0003293969,11.875,7.662,7.662,0.003225856926292181
2mer-0+22,-0.05282005,2,-0.05282005,-92.774888,0.0003245849,14.307,7.7,7.7,0.004758230876177549
2mer-0+14,-0.32038916,2,-0.32038916,-93.09527716,0.0003204969,9.785,7.733,7.733,0.020223179832100868
2mer-0+16,-0.11471939,4,-0.22943877,-93.32471593,0.0002646354,10.549,8.242,8.242,0
2mer-0+56,-0.03141402,2,-0.03141402,-93.35612995,0.0002187867,14.682,8.782,8.782,0
2mer-0+37,-0.0171458,4,-0.0342916,-93.39042155,0.0002157206,15.617,8.823,8.823,0
2mer-0+47,-0.05293402,4,-0.10586805,-93.4962896,0.0002005443,14.488,9.041,9.041,0
2mer-0+70,-0.00908191,2,-0.00908191,-93.50537151,0.000195909,14.366,9.111,9.111,0
2mer-0+34,-0.07901166,2,-0.07901166,-93.58438317,0.0001877436,10.031,9.242,9.242,0
2mer-0+38,-0.00702426,2,-0.00702426,-93.59140744,0.00018622,15.49,9.267,9.267,0
2mer-0+49,-0.00594874,2,-0.00594874,-93.59735618,0.0001838029,14.195,9.307,9.307,0
2mer-0+32,-0.05656345,4,-0.1131269,-93.71048308,0.0001736464,14.689,9.485,9.485,0
2mer-0+46,-0.03541663,4,-0.07083327,-93.78131634,0.0001683269,12.485,9.584,9.584,0
2mer-0+75,-0.02994717,2,-0.02994717,-93.81126351,0.0001594845,15.955,9.758,9.758,0
2mer-0+41,-0.04702286,2,-0.04702286,-93.85828637,0.0001572655,15.49,9.804,9.804,0
2mer-0+66,-0.06818182,2,-0.06818182,-93.92646819,0.0001469979,14.809,10.027,10.027,0
2mer-0+64,-0.04915082,2,-0.04915082,-93.97561901,0.0001384989,14.682,10.228,10.228,0
2mer-0+42,-0.08598692,4,-0.17197384,-94.14759285,0.0001290053,13.483,10.473,10.473,0
2mer-0+67,-0.00585794,2,-0.00585794,-94.15345078,0.0001241274,17.267,10.608,10.608,0
2mer-0+90,-0.01073651,4,-0.02147301,-94.1749238,0.000112514,15.384,10.961,10.961,0
2mer-0+62,-0.05969077,2,-0.05969077,-94.23461456,0.0001095832,14.195,11.058,11.058,0
2mer-0+73,-0.00366053,4,-0.00732105,-94.24193561,0.0001044382,17.731,11.237,11.237,0
2mer-0+61,-0.05740748,2,-0.05740748,-94.29934309,0.0001009054,14.574,11.367,11.367,0
2mer-0+80,0.00139952,2,0.00139952,-94.29794357,9.805815e-05,18.259,11.476,11.476,0
2mer-0+84,-0.00116537,4,-0.00233075,-94.30027432,9.361977e-05,16.478,11.654,11.654,0
2mer-0+51,-0.03854455,2,-0.03854455,-94.33881887,9.264641e-05,15.554,11.695,11.695,0
2mer-0+87,-0.03463166,2,-0.03463166,-94.37345053,9.158646e-05,15.955,11.74,11.74,0
2mer-0+81,-0.00929487,2,-0.00929487,-94.3827454,9.030899e-05,18.259,11.795,11.795,0
2mer-0+77,-0.04498144,4,-0.08996288,-94.47270828,8.659354e-05,15.046,11.961,11.961,0
2mer-0+55,-0.02545495,2,-0.02545495,-94.49816323,8.638344e-05,13.31,11.971,11.971,0
2mer-0+68,-0.02132099,4,-0.04264197,-94.5408052,8.603025e-05,16.92,11.987,11.987,0
2mer-0+65,-0.02380465,2,-0.02380465,-94.56460986,8.114036e-05,16.649,12.223,12.223,0
2mer-0+85,-0.03446698,2,-0.03446698,-94.59907683,7.92572e-05,14.366,12.319,12.319,0
2mer-0+131,-0.00053429,2,-0.00053429,-94.59961112,7.354779e-05,18.982,12.63,12.63,0
2mer-0+92,-0.01573799,2,-0.01573799,-94.61534911,6.998009e-05,18.593,12.841,12.841,0
2mer-0+97,0.00023297,2,0.00023297,-94.61511614,6.409616e-05,18.593,13.223,13.223,0
2mer-0+116,-0.02441111,2,-0.02441111,-94.63952725,6.231601e-05,17.225,13.348,13.348,0
2mer-0+144,-0.01417603,2,-0.01417603,-94.65370328,6.151296e-05,17.813,13.405,13.405,0
2mer-0+76,-0.01792728,2,-0.01792728,-94.67163056,6.100794e-05,16.649,13.442,13.442,0
2mer-0+106,-0.0109759,2,-0.0109759,-94.68260646,5.941218e-05,17.837,13.562,13.562,0
2mer-0+109,-0.01638737,2,-0.01638737,-94.69899382,5.845362e-05,16.169,13.635,13.635,0
2mer-0+121,-0.00547587,4,-0.01095174,-94.70994557,5.841128e-05,18.733,13.639,13.639,0
2mer-0+135,-0.01076987,4,-0.02153975,-94.73148532,5.736353e-05,18.696,13.721,13.721,0
2mer-0+120,-0.0054793,4,-0.0109586,-94.74244392,5.732354e-05,20.068,13.724,13.724,0
2mer-0+140,0.00088482,2,0.00088482,-94.7415591,5.400654e-05,20.956,14.0,14.0,0
2mer-0+114,-0.01625734,4,-0.03251468,-94.77407378,5.148921e-05,17.967,14.224,14.224,0
2mer-0+180,0.00169687,2,0.00169687,-94.77237691,5.085434e-05,19.561,14.283,14.283,0
2mer-0+86,0.02439909,2,0.02439909,-94.74797782,4.945482e-05,14.574,14.417,14.417,0
2mer-0+115,-0.00308443,2,-0.00308443,-94.75106226,4.80953e-05,19.569,14.551,14.551,0
2mer-0+164,-0.00459416,2,-0.00459416,-94.75565642,4.802817e-05,19.795,14.558,14.558,0
2mer-0+96,-0.00402156,4,-0.00804312,-94.76369954,4.684075e-05,17.844,14.68,14.68,0
2mer-0+148,0.00034453,2,0.00034453,-94.76335501,4.592849e-05,19.436,14.777,14.777,0
2mer-0+123,-0.00316565,4,-0.00633129,-94.7696863,4.368243e-05,21.664,15.026,15.026,0
2mer-0+112,0.00853658,4,0.01707317,-94.75261314,4.320556e-05,17.127,15.081,15.081,0
2mer-0+119,-0.00543955,2,-0.00543955,-94.75805269,4.170248e-05,21.349,15.26,15.26,0
2mer-0+163,-0.00303866,4,-0.00607731,-94.76413,4.145139e-05,21.754,15.29,15.29,0
2mer-0+142,0.00053967,2,0.00053967,-94.76359033,4.118698e-05,22.315,15.323,15.323,0
2mer-0+165,-0.01169166,2,-0.01169166,-94.77528199,4.115743e-05,18.982,15.327,15.327,0
2mer-0+189,-0.00672111,2,-0.00672111,-94.7820031,4.098988e-05,20.061,15.348,15.348,0
2mer-0+159,-0.00500039,2,-0.00500039,-94.78700349,4.0819e-05,20.956,15.369,15.369,0
2mer-0+171,-0.00824882,2,-0.00824882,-94.79525231,4.049968e-05,19.795,15.409,15.409,0
2mer-0+168,-0.01285844,4,-0.02571688,-94.82096919,4.004879e-05,19.168,15.467,15.467,0
2mer-0+174,-0.00805336,4,-0.01610672,-94.8370759,3.971391e-05,20.495,15.51,15.51,0
2mer-0+152,0.00025124,4,0.00050247,-94.83657343,3.957064e-05,21.34,15.529,15.529,0
2mer-0+150,-0.00453219,4,-0.00906438,-94.84563781,3.929805e-05,20.671,15.565,15.565,0
2mer-0+167,-0.01211172,2,-0.01211172,-94.85774953,3.744599e-05,19.436,15.817,15.817,0
2mer-0+143,0.00330255,2,0.00330255,-94.85444698,3.65481e-05,17.225,15.946,15.946,0
2mer-0+145,-0.00191887,2,-0.00191887,-94.85636585,3.546046e-05,22.16,16.107,16.107,0
2mer-0+169,0.00076727,2,0.00076727,-94.85559858,3.506662e-05,23.091,16.167,16.167,0
2mer-0+137,-0.0072128,2,-0.0072128,-94.86281138,3.444223e-05,19.569,16.264,16.264,0
