N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),mol
2mer-0+1,-3.91308165,12,-23.47848987,-23.47848987,0.004942504,3.977,3.107,3.107,"Molecule(name='C2O4', formula='C2O4', hash='f628a74')"
2mer-0+3,-0.89573753,6,-2.68721258,-26.16570246,0.001439304,5.624,4.687,4.687,"Molecule(name='C2O4', formula='C2O4', hash='9634139')"
2mer-0+7,-0.15487914,12,-0.92927486,-27.09497732,0.0009735,6.888,5.339,5.339,"Molecule(name='C2O4', formula='C2O4', hash='9d17292')"
2mer-0+19,-0.09867606,6,-0.29602818,-27.3910055,0.000617813,7.954,6.213,6.213,"Molecule(name='C2O4', formula='C2O4', hash='5d740f7')"
2mer-0+8,-0.08787366,12,-0.52724195,-27.91824744,0.0005587125,6.888,6.425,6.425,"Molecule(name='C2O4', formula='C2O4', hash='c78bca1')"
2mer-0+42,0.07030778,2,0.07030778,-27.84793966,0.0003609208,9.741,7.432,7.432,"Molecule(name='C2O4', formula='C2O4', hash='fc86512')"
2mer-0+27,0.01379334,12,0.08276006,-27.7651796,0.0003323634,8.892,7.639,7.639,"Molecule(name='C2O4', formula='C2O4', hash='6569f5a')"
2mer-0+25,-0.04667688,12,-0.28006126,-28.04524086,0.0003177448,8.892,7.755,7.755,"Molecule(name='C2O4', formula='C2O4', hash='ae0bc4d')"
2mer-0+30,0.04825483,6,0.1447645,-27.90047636,0.0002945252,7.954,7.954,7.954,"Molecule(name='C2O4', formula='C2O4', hash='c91a6ee')"
2mer-0+39,0.01057269,12,0.06343616,-27.8370402,0.0002202785,10.522,8.762,8.762,"Molecule(name='C2O4', formula='C2O4', hash='b19e94e')"
2mer-0+57,-0.01053273,6,-0.03159819,-27.86863839,0.0001883426,9.741,9.232,9.232,"Molecule(name='C2O4', formula='C2O4', hash='e96d368')"
2mer-0+43,-0.03083947,12,-0.18503681,-28.0536752,0.0001748753,10.522,9.463,9.463,"Molecule(name='C2O4', formula='C2O4', hash='246735a')"
2mer-0+48,0.00229561,12,0.01377368,-28.03990151,0.0001735823,10.522,9.486,9.486,"Molecule(name='C2O4', formula='C2O4', hash='fea888f')"
2mer-0+64,-0.02155288,6,-0.06465863,-28.10456015,0.0001441389,11.248,10.093,10.093,"Molecule(name='C2O4', formula='C2O4', hash='5aa5115')"
2mer-0+68,-0.00186308,12,-0.01117846,-28.11573861,0.000138639,10.522,10.224,10.224,"Molecule(name='C2O4', formula='C2O4', hash='bf157c6')"
2mer-0+77,-0.00250702,12,-0.01504211,-28.13078072,0.0001312901,11.93,10.412,10.412,"Molecule(name='C2O4', formula='C2O4', hash='93f6150')"
2mer-0+100,-0.0102022,12,-0.06121321,-28.19199393,0.0001148756,12.576,10.886,10.886,"Molecule(name='C2O4', formula='C2O4', hash='b0481cc')"
2mer-0+89,-0.01194158,12,-0.07164948,-28.26364341,0.0001110907,11.93,11.008,11.008,"Molecule(name='C2O4', formula='C2O4', hash='b726608')"
2mer-0+86,-0.00685313,12,-0.04111876,-28.30476217,0.0001081053,11.93,11.108,11.108,"Molecule(name='C2O4', formula='C2O4', hash='8e015cd')"
2mer-0+133,0.00588294,6,0.01764882,-28.28711335,9.432858e-05,13.776,11.625,11.625,"Molecule(name='C2O4', formula='C2O4', hash='191e556')"
2mer-0+114,-0.0104114,12,-0.0624684,-28.34958175,8.942387e-05,13.189,11.834,11.834,"Molecule(name='C2O4', formula='C2O4', hash='ee7b928')"
2mer-0+111,0.00096992,12,0.0058195,-28.34376226,8.189973e-05,12.576,12.185,12.185,"Molecule(name='C2O4', formula='C2O4', hash='c3b5075')"
2mer-0+148,0.00051375,12,0.0030825,-28.34067976,7.810954e-05,13.189,12.379,12.379,"Molecule(name='C2O4', formula='C2O4', hash='953f6da')"
2mer-0+166,0.00492716,12,0.02956298,-28.31111678,7.556497e-05,14.338,12.517,12.517,"Molecule(name='C2O4', formula='C2O4', hash='f286e47')"
2mer-0+140,-0.00515549,12,-0.03093293,-28.34204971,6.983907e-05,13.776,12.85,12.85,"Molecule(name='C2O4', formula='C2O4', hash='4b63a95')"
2mer-0+150,0.00385433,12,0.023126,-28.31892371,6.692128e-05,14.338,13.034,13.034,"Molecule(name='C2O4', formula='C2O4', hash='3ae5844')"
2mer-0+168,-0.00598699,12,-0.03592197,-28.35484568,6.588509e-05,14.338,13.102,13.102,"Molecule(name='C2O4', formula='C2O4', hash='770e463')"
2mer-0+144,-0.00254219,12,-0.01525313,-28.37009881,6.588509e-05,14.338,13.102,13.102,"Molecule(name='C2O4', formula='C2O4', hash='c723260')"
2mer-0+179,-0.00289252,12,-0.01735511,-28.38745392,5.916144e-05,14.338,13.581,13.581,"Molecule(name='C2O4', formula='C2O4', hash='6d09b0f')"
2mer-0+185,0.00141948,12,0.00851689,-28.37893703,5.734911e-05,15.402,13.722,13.722,"Molecule(name='C2O4', formula='C2O4', hash='6901d6a')"
2mer-0+175,0.00424796,6,0.01274389,-28.36619314,5.66814e-05,13.776,13.776,13.776,"Molecule(name='C2O4', formula='C2O4', hash='90eef88')"
