N-mer Name,mb_energy,Num. Rep. (#), N-mer Contribution (kJ/mol),lattice_energy,Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),min_sep,dAPNet2,le_contribution,dAPNet2_le_contribution,mb_energy_norm,dAPNet2_le,le_prev
2mer-0+1,-6.35385259,4,-12.70770518,-12.70770518,0.009001449,5.986,2.544,2.544,-0.1234900131821632,-12.70770518,-12.954685206364326,-19.06155777,-12.954685206364326,-12.70770518
2mer-0+2,-8.0852647,4,-16.1705294,-28.87823458,0.008127517,5.812,2.632,2.632,-0.194249227643013,-16.1705294,-16.559027855286025,-24.2557941,-29.51371306165035,-28.878234579999997
2mer-0+6,-12.93955343,4,-25.87910687,-54.75734145,0.007702494,5.025,2.68,2.68,-0.4233631789684295,-25.87910686,-26.72583321793686,-38.81866029,-56.23954627958721,-54.75734144
2mer-0+16,-2.34011618,2,-2.34011618,-57.09745763,0.001412501,6.81,4.716,4.716,-0.0930061265826225,-2.34011618,-2.4331223065826224,-7.02034854,-58.672668586169834,-57.09745762
2mer-0+5,-0.33318123,2,-0.33318123,-57.43063886,0.001216975,9.42,4.956,4.956,0.0162869244813919,-0.33318123,-0.3168943055186081,-0.99954369,-58.98956289168844,-57.43063885
2mer-0+21,-1.44113388,2,-1.44113388,-58.87177274,0.001144258,7.39,5.059,5.059,-0.0557825416326522,-1.44113388,-1.4969164216326523,-4.32340164,-60.4864793133211,-58.87177273
2mer-0+12,-0.36605587,4,-0.73211175,-59.60388449,0.001080953,9.402,5.156,5.156,0.0160380192101001,-0.73211174,-0.7000357015797998,-1.09816761,-61.1865150149009,-59.603884470000004
2mer-0+14,-0.48243661,4,-0.96487323,-60.56875771,0.0009506992,9.067,5.382,5.382,0.0110809840261936,-0.96487322,-0.9427112519476127,-1.44730983,-62.12922626684851,-60.568757690000005
2mer-0+37,-0.12342121,2,-0.12342121,-60.69217893,0.0008840221,10.049,5.514,5.514,0.0148430662229657,-0.12342121,-0.1085781437770343,-0.37026363,-62.23780441062554,-60.6921789
2mer-0+15,-0.3193401,4,-0.6386802,-61.33085912,0.0006261051,9.067,6.186,6.186,0.0008954757940955,-0.6386802,-0.636889248411809,-0.9580203,-62.874693659037355,-61.330859100000005
2mer-0+8,-0.14347943,4,-0.28695886,-61.61781798,0.0006236921,10.676,6.194,6.194,0.0077757355757057,-0.28695886,-0.27140738884858856,-0.43043829,-63.14610104788594,-61.61781796
2mer-0+10,-0.14080316,4,-0.28160631,-61.8994243,0.0004827827,10.676,6.746,6.746,0.0036533733364194,-0.28160632,-0.2742995733271612,-0.42240948,-63.420400621213105,-61.899424280000005
2mer-0+27,-0.21887108,4,-0.43774216,-62.33716645,0.0003528237,9.402,7.489,7.489,-0.0003045895718969,-0.43774216,-0.4383513391437938,-0.65661324,-63.8587519603569,-62.337166440000004
2mer-0+18,-0.05892494,2,-0.05892494,-62.39609139,0.0003523333,11.624,7.492,7.492,0.0031798789277672,-0.05892494,-0.0557450610722328,-0.17677482,-63.91449702142913,-62.39609138
2mer-0+22,-0.05467314,2,-0.05467314,-62.45076454,0.0003505125,11.973,7.505,7.505,0.0010966090485453,-0.05467314,-0.053576530951454704,-0.16401942,-63.96807355238058,-62.45076452
2mer-0+45,-0.07578743,4,-0.15157485,-62.60233939,0.0002987386,10.863,7.916,7.916,0.0006236581830307,-0.15157486,-0.1503275436339386,-0.22736229000000002,-64.11840109601452,-62.60233938
2mer-0+40,-0.12973546,4,-0.25947091,-62.8618103,0.0002902837,11.249,7.992,7.992,0.0002784988027997,-0.25947092,-0.2589139223944006,-0.38920637999999996,-64.37731501840892,-62.861810299999995
2mer-0+60,-0.04895474,4,-0.09790947,-62.95971978,0.0002569059,11.596,8.324,8.324,0.0,-0.09790948,-0.09790948,-0.14686422,-64.47522449840892,-62.95971977999999
2mer-0+26,-0.1082743,2,-0.1082743,-63.06799408,0.0002364929,11.624,8.557,8.557,0.0,-0.1082743,-0.1082743,-0.3248229,-64.58349879840893,-63.06799407999999
2mer-0+43,-0.02036913,4,-0.04073826,-63.10873234,0.0002333832,12.044,8.595,8.595,0.0,-0.04073826,-0.04073826,-0.06110739,-64.62423705840892,-63.10873233999999
2mer-0+59,-0.01724131,4,-0.03448262,-63.14321495,0.0002207595,13.459,8.756,8.756,0.0,-0.03448262,-0.03448262,-0.05172393,-64.65871967840893,-63.14321495999999
2mer-0+32,-0.09539024,2,-0.09539024,-63.23860519,0.0002142829,11.973,8.843,8.843,0.0,-0.09539024,-0.09539024,-0.28617072,-64.75410991840893,-63.23860519999999
2mer-0+44,-0.01608471,2,-0.01608471,-63.2546899,0.0002040349,13.774,8.989,8.989,0.0,-0.01608471,-0.01608471,-0.04825412999999999,-64.77019462840893,-63.25468990999999
2mer-0+39,-0.01408822,2,-0.01408822,-63.26877812,0.0001695377,13.774,9.561,9.561,0.0,-0.01408822,-0.01408822,-0.04226466,-64.78428284840894,-63.26877812999999
2mer-0+55,0.0147816,2,0.0147816,-63.25399652,0.0001624869,10.049,9.698,9.698,0.0,0.0147816,0.0147816,0.044344800000000004,-64.76950124840893,-63.25399652999999
2mer-0+33,-0.00922805,4,-0.01845609,-63.27245261,0.0001476099,14.534,10.013,10.013,0.0,-0.0184561,-0.0184561,-0.027684149999999998,-64.78795734840892,-63.27245262999999
2mer-0+47,-0.041595,2,-0.041595,-63.31404761,0.0001472482,13.774,10.021,10.021,0.0,-0.041595,-0.041595,-0.12478500000000001,-64.82955234840892,-63.31404762999999
2mer-0+34,-0.01945561,4,-0.03891122,-63.35295883,0.0001431179,14.605,10.117,10.117,0.0,-0.03891122,-0.03891122,-0.05836683000000001,-64.86846356840893,-63.35295884999999
2mer-0+64,-0.02612023,4,-0.05224047,-63.40519929,0.0001306538,13.836,10.429,10.429,0.0,-0.05224046,-0.05224046,-0.07836069000000001,-64.92070402840892,-63.40519930999999
2mer-0+54,-0.0134505,4,-0.02690099,-63.43210028,0.0001303341,14.378,10.437,10.437,0.0,-0.026901,-0.026901,-0.0403515,-64.94760502840892,-63.432100309999996
2mer-0+58,-0.01719552,4,-0.03439104,-63.46649132,0.0001194838,14.94,10.744,10.744,0.0,-0.03439104,-0.03439104,-0.05158656,-64.98199606840892,-63.46649135
2mer-0+52,-0.02714883,4,-0.05429767,-63.52078899,0.0001163359,14.378,10.84,10.84,0.0,-0.05429766,-0.05429766,-0.08144649,-65.03629372840892,-63.52078901
2mer-0+98,-0.04376259,2,-0.04376259,-63.56455158,0.0001145894,13.62,10.895,10.895,0.0,-0.04376259,-0.04376259,-0.13128777,-65.08005631840892,-63.5645516
2mer-0+77,-0.03772821,4,-0.07545642,-63.640008,0.0001108473,13.836,11.016,11.016,0.0,-0.07545642,-0.07545642,-0.11318463,-65.15551273840892,-63.64000802
2mer-0+95,-0.01429605,4,-0.02859209,-63.66860009,0.0001069138,14.878,11.15,11.15,0.0,-0.0285921,-0.0285921,-0.04288815,-65.18410483840891,-63.66860012
2mer-0+132,-0.01045583,2,-0.01045583,-63.67905591,0.0001023768,15.496,11.312,11.312,0.0,-0.01045583,-0.01045583,-0.03136749,-65.19456066840891,-63.67905595
2mer-0+80,-0.00565522,4,-0.01131045,-63.69036636,9.688024e-05,14.94,11.522,11.522,0.0,-0.01131044,-0.01131044,-0.01696566,-65.20587110840891,-63.69036639
2mer-0+57,-0.0083167,4,-0.01663341,-63.70699977,9.587804e-05,16.115,11.562,11.562,0.0,-0.0166334,-0.0166334,-0.0249501,-65.22250450840892,-63.706999790000005
2mer-0+129,-0.02724812,2,-0.02724812,-63.73424788,9.370198e-05,14.78,11.651,11.651,0.0,-0.02724812,-0.02724812,-0.08174436,-65.24975262840891,-63.73424791000001
2mer-0+94,-0.00269084,4,-0.00538167,-63.73962956,9.361866e-05,14.878,11.654,11.654,0.0,-0.00538168,-0.00538168,-0.00807252,-65.25513430840891,-63.73962959000001
2mer-0+63,-0.00409143,4,-0.00818287,-63.74781243,9.064675e-05,16.305,11.78,11.78,0.0,-0.00818286,-0.00818286,-0.01227429,-65.26331716840892,-63.747812450000005
2mer-0+153,-0.00996034,2,-0.00996034,-63.75777277,8.893838e-05,16.273,11.855,11.855,0.0,-0.00996034,-0.00996034,-0.02988102,-65.27327750840892,-63.757772790000004
2mer-0+88,-0.00309224,4,-0.00618449,-63.76395726,8.367519e-05,13.459,12.099,12.099,0.0,-0.00618448,-0.00618448,-0.00927672,-65.27946198840893,-63.763957270000006
2mer-0+104,-0.01756883,4,-0.03513766,-63.79909492,8.351303e-05,15.882,12.106,12.106,0.0,-0.03513766,-0.03513766,-0.05270649,-65.31459964840893,-63.79909493
2mer-0+82,-0.01129465,2,-0.01129465,-63.81038957,8.011105e-05,13.774,12.275,12.275,0.0,-0.01129465,-0.01129465,-0.033883949999999996,-65.32589429840893,-63.810389580000006
2mer-0+71,-0.00989039,4,-0.01978078,-63.83017035,7.985817e-05,16.115,12.288,12.288,0.0,-0.01978078,-0.01978078,-0.029671170000000004,-65.34567507840893,-63.830170360000004
2mer-0+102,-0.01207535,2,-0.01207535,-63.84224569,7.947901e-05,16.56,12.308,12.308,0.0,-0.01207535,-0.01207535,-0.03622605,-65.35775042840893,-63.84224571000001
2mer-0+74,-0.01388072,4,-0.02776145,-63.87000714,7.688576e-05,16.305,12.445,12.445,0.0,-0.02776144,-0.02776144,-0.04164216,-65.38551186840894,-63.870007150000006
2mer-0+119,-0.02635627,4,-0.05271255,-63.92271969,7.620951e-05,15.074,12.481,12.481,0.0,-0.05271254,-0.05271254,-0.07906881,-65.43822440840894,-63.92271969000001
2mer-0+147,-0.00059347,2,-0.00059347,-63.92331316,6.338558e-05,18.134,13.272,13.272,0.0,-0.00059347,-0.00059347,-0.00178041,-65.43881787840894,-63.923313160000006
2mer-0+127,-0.0112038,4,-0.02240761,-63.94572076,6.052864e-05,15.882,13.478,13.478,0.0,-0.0224076,-0.0224076,-0.0336114,-65.46122547840893,-63.94572076000001
2mer-0+89,-0.00851225,4,-0.0170245,-63.96274526,6.007389e-05,17.436,13.512,13.512,0.0,-0.0170245,-0.0170245,-0.025536750000000004,-65.47824997840894,-63.962745260000005
2mer-0+116,-0.00693654,4,-0.01387309,-63.97661835,5.829474e-05,17.775,13.648,13.648,0.0,-0.01387308,-0.01387308,-0.02080962,-65.49212305840894,-63.97661834000001
2mer-0+113,-0.01342095,2,-0.01342095,-63.9900393,5.7461e-05,16.56,13.713,13.713,0.0,-0.01342095,-0.01342095,-0.040262849999999996,-65.50554400840893,-63.990039290000006
2mer-0+137,-0.00582568,2,-0.00582568,-63.99586499,5.704305e-05,18.134,13.747,13.747,0.0,-0.00582568,-0.00582568,-0.01747704,-65.51136968840893,-63.99586497000001
2mer-0+123,-0.00885575,2,-0.00885575,-64.00472073,5.625858e-05,17.527,13.81,13.81,0.0,-0.00885575,-0.00885575,-0.02656725,-65.52022543840893,-64.00472072000001
2mer-0+106,-0.0052743,4,-0.01054859,-64.01526932,5.520033e-05,17.959,13.898,13.898,0.0,-0.0105486,-0.0105486,-0.0158229,-65.53077403840894,-64.01526932000002
2mer-0+173,-0.00189762,4,-0.00379525,-64.01906457,5.328932e-05,18.574,14.062,14.062,0.0,-0.00379524,-0.00379524,-0.00569286,-65.53456927840894,-64.01906456000002
2mer-0+145,-0.00145672,2,-0.00145672,-64.02052129,5.178484e-05,18.803,14.197,14.197,0.0,-0.00145672,-0.00145672,-0.0043701600000000005,-65.53602599840893,-64.02052128000001
2mer-0+93,-0.00261924,2,-0.00261924,-64.02314053,5.16271e-05,18.84,14.212,14.212,0.0,-0.00261924,-0.00261924,-0.00785772,-65.53864523840893,-64.02314052000001
2mer-0+195,0.00034035,4,0.00068071,-64.02245982,5.071315e-05,17.421,14.296,14.296,0.0,0.0006807,0.0006807,0.00102105,-65.53796453840893,-64.02245982000001
2mer-0+183,-0.00974567,4,-0.01949134,-64.04195115,4.986371e-05,17.665,14.377,14.377,0.0,-0.01949134,-0.01949134,-0.02923701,-65.55745587840893,-64.04195116000001
2mer-0+170,0.0009814,2,0.0009814,-64.04096976,4.976511e-05,15.496,14.387,14.387,0.0,0.0009814,0.0009814,0.0029441999999999997,-65.55647447840893,-64.04096976000001
2mer-0+121,-0.00087015,4,-0.0017403,-64.04271006,4.854035e-05,18.937,14.507,14.507,0.0,-0.0017403,-0.0017403,-0.00261045,-65.55821477840892,-64.04271006
2mer-0+155,-0.01067339,2,-0.01067339,-64.05338345,4.797668e-05,17.527,14.563,14.563,0.0,-0.01067339,-0.01067339,-0.03202017,-65.56888816840892,-64.05338345
2mer-0+185,-0.00563543,2,-0.00563543,-64.05901888,4.710875e-05,18.803,14.652,14.652,0.0,-0.00563543,-0.00563543,-0.01690629,-65.57452359840892,-64.05901888
2mer-0+109,-0.00271263,4,-0.00542525,-64.06444413,4.675616e-05,19.499,14.689,14.689,0.0,-0.00542526,-0.00542526,-0.00813789,-65.57994885840891,-64.06444413999999
2mer-0+136,-0.00294367,4,-0.00588734,-64.07033147,4.651702e-05,19.207,14.714,14.714,0.0,-0.00588734,-0.00588734,-0.00883101,-65.58583619840891,-64.07033148
2mer-0+215,-0.00388779,4,-0.00777558,-64.07810704,4.556939e-05,19.148,14.815,14.815,0.0,-0.00777558,-0.00777558,-0.01166337,-65.59361177840891,-64.07810706
2mer-0+143,-0.00980849,4,-0.01961698,-64.09772403,4.444464e-05,17.775,14.939,14.939,0.0,-0.01961698,-0.01961698,-0.02942547,-65.61322875840891,-64.09772403999999
2mer-0+196,-0.0007644,2,-0.0007644,-64.09848843,4.429399e-05,16.273,14.956,14.956,0.0,-0.0007644,-0.0007644,-0.0022932,-65.6139931584089,-64.09848843999998
2mer-0+166,-0.00865288,4,-0.01730576,-64.11579418,4.362766e-05,18.181,15.032,15.032,0.0,-0.01730576,-0.01730576,-0.025958639999999998,-65.6312989184089,-64.11579419999998
2mer-0+161,-0.00907878,2,-0.00907878,-64.12487296,4.233111e-05,18.134,15.184,15.184,0.0,-0.00907878,-0.00907878,-0.027236339999999998,-65.6403776984089,-64.12487297999998
2mer-0+135,-0.00022372,2,-0.00022372,-64.12509668,4.146952e-05,20.238,15.288,15.288,0.0,-0.00022372,-0.00022372,-0.0006711600000000001,-65.64060141840889,-64.12509669999997
2mer-0+233,-0.00024398,4,-0.00048797,-64.12558464,4.138575e-05,18.786,15.299,15.299,0.0,-0.00048796,-0.00048796,-0.00073194,-65.64108937840889,-64.12558465999997
2mer-0+125,-0.00311849,4,-0.00623698,-64.13182162,4.049275e-05,19.499,15.41,15.41,0.0,-0.00623698,-0.00623698,-0.00935547,-65.64732635840889,-64.13182163999997
2mer-0+273,9.378e-05,2,9.378e-05,-64.13172784,4.033339e-05,20.099,15.43,15.43,0.0,9.378e-05,9.378e-05,0.00028134,-65.64723257840889,-64.13172785999997
2mer-0+180,-0.00710196,2,-0.00710196,-64.1388298,3.950664e-05,18.803,15.537,15.537,0.0,-0.00710196,-0.00710196,-0.02130588,-65.65433453840889,-64.13882981999997
2mer-0+159,-0.00249218,4,-0.00498436,-64.14381417,3.93334e-05,19.97,15.56,15.56,0.0,-0.00498436,-0.00498436,-0.00747654,-65.65931889840888,-64.14381417999996
2mer-0+214,0.00112964,4,0.00225928,-64.14155488,3.924758e-05,19.066,15.571,15.571,0.0,0.00225928,0.00225928,0.0033889199999999997,-65.65705961840888,-64.14155489999996
2mer-0+182,-0.0088607,4,-0.01772141,-64.15927629,3.871885e-05,18.181,15.642,15.642,0.0,-0.0177214,-0.0177214,-0.026582100000000004,-65.67478101840888,-64.15927629999996
2mer-0+141,-7.836e-05,2,-7.836e-05,-64.15935465,3.83914e-05,20.033,15.686,15.686,0.0,-7.836e-05,-7.836e-05,-0.00023508,-65.67485937840888,-64.15935465999996
2mer-0+150,-0.0071898,4,-0.01437959,-64.17373424,3.8029e-05,18.937,15.736,15.736,0.0,-0.0143796,-0.0143796,-0.0215694,-65.68923897840888,-64.17373425999996
2mer-0+144,-0.00437922,2,-0.00437922,-64.17811346,3.734765e-05,20.033,15.831,15.831,0.0,-0.00437922,-0.00437922,-0.013137659999999999,-65.69361819840888,-64.17811347999996
2mer-0+148,-0.00553637,4,-0.01107274,-64.1891862,3.716021e-05,19.207,15.858,15.858,0.0,-0.01107274,-0.01107274,-0.01660911,-65.70469093840889,-64.18918621999997
2mer-0+211,-0.00035708,4,-0.00071417,-64.18990036,3.709499e-05,19.805,15.867,15.867,0.0,-0.00071416,-0.00071416,-0.00107124,-65.70540509840889,-64.18990037999997
2mer-0+207,-0.00252208,4,-0.00504416,-64.19494452,3.461759e-05,19.805,16.237,16.237,0.0,-0.00504416,-0.00504416,-0.00756624,-65.71044925840889,-64.19494453999997
2mer-0+156,-0.00438397,2,-0.00438397,-64.1993285,3.232156e-05,20.238,16.613,16.613,0.0,-0.00438397,-0.00438397,-0.01315191,-65.71483322840889,-64.19932850999997
2mer-0+191,-0.00280852,4,-0.00561704,-64.20494553,3.228107e-05,20.729,16.62,16.62,0.0,-0.00561704,-0.00561704,-0.00842556,-65.7204502684089,-64.20494554999998
2mer-0+174,-0.00080729,4,-0.00161457,-64.20656011,3.21167e-05,19.97,16.648,16.648,0.0,-0.00161458,-0.00161458,-0.00242187,-65.72206484840889,-64.20656012999997
2mer-0+172,-0.00111509,2,-0.00111509,-64.20767519,3.199967e-05,21.353,16.668,16.668,0.0,-0.00111509,-0.00111509,-0.00334527,-65.72317993840889,-64.20767521999997
2mer-0+175,-0.00086897,2,-0.00086897,-64.20854416,3.122714e-05,21.353,16.804,16.804,0.0,-0.00086897,-0.00086897,-0.00260691,-65.72404890840889,-64.20854418999997
2mer-0+186,-0.00102586,2,-0.00102586,-64.20957003,3.042341e-05,21.353,16.951,16.951,0.0,-0.00102586,-0.00102586,-0.00307758,-65.72507476840889,-64.20957004999997
2mer-0+205,0.00090193,2,0.00090193,-64.2086681,3.033152e-05,18.134,16.968,16.968,0.0,0.00090193,0.00090193,0.00270579,-65.72417283840889,-64.20866811999997
2mer-0+235,-0.00090656,4,-0.00181313,-64.21048123,3.018566e-05,20.246,16.996,16.996,0.0,-0.00181312,-0.00181312,-0.0027196800000000004,-65.72598595840888,-64.21048123999996
2mer-0+267,-0.0022379,4,-0.0044758,-64.21495703,3.018566e-05,20.246,16.996,16.996,0.0,-0.0044758,-0.0044758,-0.0067137,-65.73046175840888,-64.21495703999996
2mer-0+238,0.00216566,4,0.00433133,-64.2106257,2.938898e-05,18.574,17.148,17.148,0.0,0.00433132,0.00433132,0.006496979999999999,-65.72613043840887,-64.21062571999995
2mer-0+232,-0.00186282,4,-0.00372565,-64.21435135,2.923713e-05,21.016,17.177,17.177,0.0,-0.00372564,-0.00372564,-0.00558846,-65.72985607840887,-64.21435135999995
2mer-0+220,-0.00435579,4,-0.00871157,-64.22306293,2.895761e-05,20.729,17.232,17.232,0.0,-0.00871158,-0.00871158,-0.01306737,-65.73856765840887,-64.22306293999995
2mer-0+268,-4.716e-05,2,-4.716e-05,-64.22311008,2.864482e-05,22.197,17.295,17.295,0.0,-4.716e-05,-4.716e-05,-0.00014148,-65.73861481840886,-64.22311009999994
2mer-0+250,-0.00071305,4,-0.0014261,-64.22453618,2.829344e-05,19.148,17.366,17.366,0.0,-0.0014261,-0.0014261,-0.0021391500000000003,-65.74004091840887,-64.22453619999995
2mer-0+202,-0.00139474,4,-0.00278949,-64.22732567,2.821611e-05,22.123,17.382,17.382,0.0,-0.00278948,-0.00278948,-0.00418422,-65.74283039840887,-64.22732567999995
2mer-0+231,-0.0002705,2,-0.0002705,-64.22759617,2.820131e-05,18.803,17.385,17.385,0.0,-0.0002705,-0.0002705,-0.0008115,-65.74310089840887,-64.22759617999995
2mer-0+289,-0.00408472,4,-0.00816944,-64.23576561,2.794722e-05,20.316,17.438,17.438,0.0,-0.00816944,-0.00816944,-0.01225416,-65.75127033840887,-64.23576561999995
2mer-0+324,-0.0049689,2,-0.0049689,-64.24073451,2.742739e-05,20.43,17.547,17.547,0.0,-0.0049689,-0.0049689,-0.0149067,-65.75623923840887,-64.24073451999995
2mer-0+201,-0.0015519,4,-0.00310379,-64.2438383,2.734571e-05,21.747,17.565,17.565,0.0,-0.0031038,-0.0031038,-0.0046557,-65.75934303840887,-64.24383831999995
2mer-0+194,-0.00230176,4,-0.00460353,-64.24844183,2.721812e-05,21.747,17.592,17.592,0.0,-0.00460352,-0.00460352,-0.00690528,-65.76394655840888,-64.24844183999996
2mer-0+319,-0.00013092,2,-0.00013092,-64.24857274,2.714497e-05,22.197,17.608,17.608,0.0,-0.00013092,-0.00013092,-0.00039276000000000003,-65.76407747840888,-64.24857275999996
2mer-0+326,-0.00097852,4,-0.00195704,-64.25052978,2.683544e-05,21.289,17.675,17.675,0.0,-0.00195704,-0.00195704,-0.0029355600000000003,-65.76603451840887,-64.25052979999995
2mer-0+359,-0.00248658,2,-0.00248658,-64.25301636,2.609851e-05,21.725,17.84,17.84,0.0,-0.00248658,-0.00248658,-0.007459739999999999,-65.76852109840887,-64.25301637999995
2mer-0+277,0.00082866,4,0.00165731,-64.25135905,2.573556e-05,21.016,17.924,17.924,0.0,0.00165732,0.00165732,0.00248598,-65.76686377840886,-64.25135905999994
2mer-0+323,0.0006697,4,0.0013394,-64.25001965,2.516062e-05,21.289,18.059,18.059,0.0,0.0013394,0.0013394,0.0020090999999999998,-65.76552437840886,-64.25001965999994
2mer-0+329,-0.00303212,4,-0.00606423,-64.25608388,2.508322e-05,21.111,18.078,18.078,0.0,-0.00606424,-0.00606424,-0.009096360000000001,-65.77158861840886,-64.25608389999994
2mer-0+218,-0.0036752,2,-0.0036752,-64.25975909,2.493547e-05,21.353,18.113,18.113,0.0,-0.0036752,-0.0036752,-0.0110256,-65.77526381840886,-64.25975909999994
2mer-0+265,-0.00030351,4,-0.00060703,-64.26036611,2.444557e-05,22.857,18.233,18.233,0.0,-0.00060702,-0.00060702,-0.00091053,-65.77587083840886,-64.26036611999994
2mer-0+249,-0.00171785,4,-0.0034357,-64.26380181,2.442986e-05,22.54,18.237,18.237,0.0,-0.0034357,-0.0034357,-0.00515355,-65.77930653840886,-64.26380181999994
2mer-0+228,-0.00099628,4,-0.00199255,-64.26579436,2.371018e-05,22.123,18.42,18.42,0.0,-0.00199256,-0.00199256,-0.00298884,-65.78129909840887,-64.26579437999995
2mer-0+332,-0.00277259,2,-0.00277259,-64.26856695,2.367988e-05,22.497,18.428,18.428,0.0,-0.00277259,-0.00277259,-0.00831777,-65.78407168840887,-64.26856696999995
2mer-0+251,-0.00301014,4,-0.00602028,-64.27458723,2.358647e-05,22.125,18.452,18.452,0.0,-0.00602028,-0.00602028,-0.00903042,-65.79009196840887,-64.27458724999995
2mer-0+362,-9.87e-05,4,-0.0001974,-64.27478462,2.348031e-05,23.032,18.48,18.48,0.0,-0.0001974,-0.0001974,-0.0002961,-65.79028936840888,-64.27478464999996
2mer-0+288,-0.00142246,4,-0.00284491,-64.27762954,2.271702e-05,22.393,18.685,18.685,0.0,-0.00284492,-0.00284492,-0.0042673799999999994,-65.79313428840888,-64.27762956999996
2mer-0+291,-0.00097267,4,-0.00194534,-64.27957488,2.231722e-05,23.326,18.796,18.796,0.0,-0.00194534,-0.00194534,-0.00291801,-65.79507962840889,-64.27957490999997
2mer-0+398,-0.00314846,2,-0.00314846,-64.28272333,2.214468e-05,22.17,18.844,18.844,0.0,-0.00314846,-0.00314846,-0.00944538,-65.79822808840889,-64.28272336999997
2mer-0+260,-0.00043463,2,-0.00043463,-64.28315796,2.187407e-05,23.248,18.922,18.922,0.0,-0.00043463,-0.00043463,-0.0013038899999999998,-65.79866271840889,-64.28315799999997
2mer-0+431,-0.00199511,2,-0.00199511,-64.28515307,2.170273e-05,23.192,18.971,18.971,0.0,-0.00199511,-0.00199511,-0.0059853300000000005,-65.80065782840889,-64.28515310999997
2mer-0+390,-0.00074805,2,-0.00074805,-64.28590111,2.131605e-05,23.68,19.085,19.085,0.0,-0.00074805,-0.00074805,-0.00224415,-65.80140587840889,-64.28590115999997
2mer-0+368,-0.0025549,4,-0.0051098,-64.29101092,2.116914e-05,22.919,19.129,19.129,0.0,-0.0051098,-0.0051098,-0.0076647,-65.80651567840889,-64.29101095999997
