N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+2,-25.7370066,2,-25.7370066,-25.7370066,0.01548962,4.966,2.123,2.123,0.022539546713232994
2mer-0+1,-31.32615481,2,-31.32615481,-57.06316141,0.01363123,3.887,2.215,2.215,0.08495406061410904
2mer-0+3,-14.36282675,2,-14.36282675,-71.42598816,0.007481511,5.021,2.706,2.706,0.045804835855960846
2mer-0+23,2.18439271,2,2.18439271,-69.24159546,0.006778146,5.651,2.796,2.796,-0.020194068551063538
2mer-0+7,7.39239417,2,7.39239417,-61.84920128,0.006107412,3.631,2.895,2.895,-0.050644464790821075
2mer-0+14,-5.13883218,1,-2.56941609,-64.41861737,0.004963174,4.606,3.102,3.102,-0.1380673050880432
2mer-0+5,-19.87661349,2,-19.87661349,-84.29523086,0.004000954,3.478,3.333,3.333,0.03449367731809616
2mer-0+4,10.55909413,1,5.27954706,-79.0156838,0.003728561,5.653,3.413,3.413,0.2427126169204712
2mer-0+47,4.37905867,1,2.18952933,-76.82615446,0.003232142,6.977,3.579,3.579,0.01635121926665306
2mer-0+40,-1.91970186,1,-0.95985093,-77.78600539,0.00170911,6.447,4.426,4.426,0.02563016675412655
2mer-0+8,-2.42069508,2,-2.42069508,-80.20670048,0.001679397,6.456,4.452,4.452,-0.023289447650313377
2mer-0+21,3.54446347,2,3.54446347,-76.66223701,0.0009520345,6.312,5.379,5.379,0.01398300752043724
2mer-0+18,-4.10257135,2,-4.10257135,-80.76480836,0.0009394291,5.955,5.403,5.403,0.00031628404394723475
2mer-0+12,-0.94977874,2,-0.94977874,-81.7145871,0.0009205589,6.533,5.44,5.44,0.009172781370580196
2mer-0+26,2.20784851,2,2.20784851,-79.50673859,0.0008837697,6.628,5.514,5.514,0.003360615810379386
2mer-0+11,-1.1173978,2,-1.1173978,-80.62413639,0.0008487794,7.164,5.589,5.589,-0.008267675526440144
2mer-0+13,3.12623297,2,3.12623297,-77.49790342,0.0008268097,7.691,5.638,5.638,0.02834726683795452
2mer-0+19,-0.08158227,2,-0.08158227,-77.57948569,0.000819337,7.22,5.655,5.655,-0.0014477188233286142
2mer-0+20,1.740842,1,0.870421,-76.70906469,0.0008068659,7.233,5.684,5.684,0.02031015232205391
2mer-0+24,-3.704466,2,-3.704466,-80.41353069,0.0007779855,7.485,5.754,5.754,0.013469435274600983
2mer-0+33,-3.03477357,2,-3.03477357,-83.44830426,0.0007213813,6.957,5.9,5.9,0.002371481154114008
2mer-0+31,3.01227371,2,3.01227371,-80.43603055,0.0006765307,6.856,6.028,6.028,0.003972318954765797
2mer-0+86,2.43390961,2,2.43390961,-78.00212094,0.0006716518,9.221,6.043,6.043,0.0035575968213379383
2mer-0+15,-3.06242226,2,-3.06242226,-81.0645432,0.0006130595,9.147,6.229,6.229,-0.0036066872999072075
2mer-0+89,2.23877666,2,2.23877666,-78.82576654,0.0006005315,9.382,6.272,6.272,0.0018242800142616034
2mer-0+25,-2.44343682,2,-2.44343682,-81.26920336,0.0005700966,7.485,6.382,6.382,-0.0036826496943831444
2mer-0+76,-0.6075987,1,-0.30379935,-81.57300271,0.0005074523,8.308,6.634,6.634,0.0023312142584472895
2mer-0+22,-2.91237769,2,-2.91237769,-84.4853804,0.0004665173,9.841,6.823,6.823,-0.0064197443425655365
2mer-0+44,-0.535288,2,-0.535288,-85.0206684,0.0004642979,8.498,6.834,6.834,0.0073198070749640465
2mer-0+35,0.56153185,2,0.56153185,-84.45913654,0.000438829,8.876,6.964,6.964,0.009175952523946762
2mer-0+32,0.77190853,2,0.77190853,-83.68722802,0.0004113858,8.498,7.115,7.115,0.0005105276359245181
2mer-0+29,-2.31474795,1,-1.15737398,-84.84460199,0.0003995222,7.708,7.185,7.185,0.0007717654225416481
