N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+5,-23.1630842,2,-23.1630842,-23.1630842,0.01787525,4.663,2.024,2.024,0.6221230030059814
2mer-0+3,-49.48203713,1,-24.74101857,-47.90410277,0.01694217,3.315,2.06,2.06,0.7425363063812256
2mer-0+16,-19.98034158,1,-9.99017079,-57.89427356,0.008112176,4.15,2.634,2.634,0.2341848462820053
2mer-0+4,-0.22655733,2,-0.22655733,-58.12083089,0.007412925,5.126,2.714,2.714,0.1658783257007599
2mer-0+7,3.23932057,2,3.23932057,-54.88151032,0.005227882,5.557,3.049,3.049,0.1635582000017166
2mer-0+14,-7.07167621,1,-3.53583811,-58.41734842,0.004957854,5.366,3.103,3.103,0.04841361194849014
2mer-0+2,4.6662693,2,4.6662693,-53.75107912,0.004949507,3.604,3.105,3.105,0.15436379611492157
2mer-0+1,-14.0638792,1,-7.0319396,-60.78301872,0.004229618,3.657,3.272,3.272,0.22039026021957397
2mer-0+19,-5.75580011,2,-5.75580011,-66.53881883,0.003894318,5.268,3.363,3.363,0.19183677434921265
2mer-0+10,2.83955262,2,2.83955262,-63.69926621,0.001796747,6.994,4.353,4.353,0.11725661903619766
2mer-0+11,-0.95824343,2,-0.95824343,-64.65750965,0.001498362,6.458,4.624,4.624,0.17167052626609802
2mer-0+37,-3.07454724,1,-1.53727362,-66.19478327,0.001298722,5.624,4.85,4.85,0.0647340714931488
2mer-0+27,-5.56099431,1,-2.78049715,-68.97528042,0.001279179,5.881,4.875,4.875,0.5521608591079712
2mer-0+13,3.18842244,2,3.18842244,-65.78685799,0.001266109,6.525,4.892,4.892,0.15887382626533508
2mer-0+30,2.95334598,1,1.47667299,-64.310185,0.001086788,8.878,5.147,5.147,0.11881080269813538
2mer-0+26,1.92687859,2,1.92687859,-62.38330641,0.0009727688,6.868,5.341,5.341,0.11861447244882584
2mer-0+9,1.69918538,2,1.69918538,-60.68412102,0.0009289848,7.261,5.423,5.423,0.05826443061232567
2mer-0+17,-1.89474766,2,-1.89474766,-62.57886868,0.0008959972,6.904,5.489,5.489,0.06994099169969559
2mer-0+40,1.84920489,1,0.92460244,-61.65426624,0.0008547448,8.743,5.576,5.576,0.06637745350599289
2mer-0+21,-0.19507496,2,-0.19507496,-61.8493412,0.0007987712,7.735,5.703,5.703,0.16030140221118927
2mer-0+29,-0.42455535,2,-0.42455535,-62.27389654,0.000774423,7.839,5.762,5.762,0.07338210195302963
2mer-0+35,1.71256405,2,1.71256405,-60.56133249,0.0007324589,8.432,5.87,5.87,0.03856207802891731
