N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+2,-35.28050485,1,-17.64025243,-17.64025243,0.01864926,5.345,1.995,1.995,1.1008994579315186
2mer-0+5,-44.28344261,2,-44.28344261,-61.92369504,0.01759682,6.36,2.034,2.034,0.8933048844337463
2mer-0+6,-13.10105297,2,-13.10105297,-75.024748,0.01187262,6.837,2.32,2.32,0.46271300315856934
2mer-0+4,-7.69330842,2,-7.69330842,-82.71805643,0.006396118,6.139,2.851,2.851,0.3436796963214874
2mer-0+20,-8.94993963,1,-4.47496982,-87.19302624,0.005145499,6.894,3.065,3.065,-0.001626842189580202
2mer-0+1,-16.18838342,1,-8.09419171,-95.28721795,0.004941318,5.122,3.107,3.107,0.48253729939460754
2mer-0+3,-8.84693859,2,-8.84693859,-104.13415654,0.004060364,3.655,3.317,3.317,0.8527982831001282
2mer-0+23,-1.49151159,1,-0.7457558,-104.87991234,0.003821146,7.956,3.385,3.385,-0.030198078602552414
2mer-0+11,-12.28450503,2,-12.28450503,-117.16441737,0.003329493,6.862,3.544,3.544,0.33240461349487305
2mer-0+9,-7.07245967,2,-7.07245967,-124.23687704,0.001894674,7.78,4.277,4.277,0.1146061047911644
2mer-0+12,-0.54525646,1,-0.27262823,-124.50950527,0.001217273,7.591,4.956,4.956,0.12752239406108856
2mer-0+28,-1.71543809,2,-1.71543809,-126.22494336,0.0009316664,9.084,5.418,5.418,0.03338444605469704
2mer-0+48,0.70565838,1,0.35282919,-125.87211417,0.0008061675,10.54,5.686,5.686,0.07168117165565491
2mer-0+37,-4.0527154,1,-2.0263577,-127.89847187,0.0007955879,7.647,5.711,5.711,0.017103690654039383
2mer-0+16,0.24739019,2,0.24739019,-127.65108167,0.000741225,10.409,5.847,5.847,0.037601690739393234
2mer-0+21,-0.67745747,2,-0.67745747,-128.32853914,0.0007058133,10.835,5.943,5.943,0.0279118400067091
2mer-0+10,1.08720087,2,1.08720087,-127.24133827,0.000673112,7.44,6.038,6.038,0.04970104992389679
2mer-0+42,-0.95582016,1,-0.47791008,-127.71924835,0.0006608288,10.428,6.075,6.075,0.05353133752942085
2mer-0+15,-1.0605627,2,-1.0605627,-128.77981105,0.0006006165,10.538,6.272,6.272,-0.006924695335328579
2mer-0+44,0.09157683,1,0.04578842,-128.73402264,0.000580517,10.285,6.344,6.344,-0.020055821165442467
2mer-0+8,-3.10372475,1,-1.55186238,-130.28588501,0.0005598004,7.115,6.421,6.421,0.06064118817448616
