N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+1,-13.31487719,6,-39.94463158,-39.94463158,0.006754971,5.7,2.799,2.799,0.1230587512254715
2mer-0+5,-0.57654113,6,-1.72962339,-41.67425497,0.005520925,6.076,2.994,2.994,0.0700664296746254
2mer-0+3,-15.90647052,2,-15.90647052,-57.58072549,0.003068668,3.64,3.642,3.642,0.0938320979475975
2mer-0+13,-0.45173515,6,-1.35520544,-58.93593093,0.001077982,7.388,5.161,5.161,-0.0023009676951915026
2mer-0+17,-0.41645965,6,-1.24937895,-60.18530989,0.0006569593,9.647,6.087,6.087,0.011816239915788174
2mer-0+28,0.01291959,6,0.03875878,-60.14655111,0.0005704221,10.311,6.381,6.381,0.0006297729560174048
2mer-0+20,-0.29777737,6,-0.89333211,-61.03988322,0.0005222796,8.236,6.571,6.571,-0.005786303896456957
2mer-0+24,-0.24933211,2,-0.24933211,-61.28921533,0.0003839108,7.281,7.281,7.281,0.00034703733399510384
2mer-0+41,0.02781231,6,0.08343693,-61.2057784,0.00032273,11.401,7.715,7.715,-0.0017852899618446827
2mer-0+38,-0.1342094,6,-0.4026282,-61.6084066,0.000319207,11.205,7.743,7.743,-0.0010662693530321121
2mer-0+31,0.01958539,6,0.05875617,-61.54965044,0.0003084728,10.311,7.832,7.832,0.0018407267052680254
2mer-0+46,0.00277314,6,0.00831942,-61.54133102,0.0002185128,12.151,8.786,8.786,0.0
2mer-0+44,-0.06357074,6,-0.19071221,-61.73204323,0.0002129755,10.158,8.861,8.861,0.0
2mer-0+47,-0.03733089,12,-0.22398533,-61.95602856,0.0001733605,12.086,9.49,9.49,0.0
2mer-0+63,-0.03620595,6,-0.10861785,-62.06464641,0.0001592903,12.685,9.762,9.762,0.0
2mer-0+67,-0.03485638,6,-0.10456913,-62.16921555,0.000154349,11.192,9.865,9.865,0.0
2mer-0+93,-0.00372299,6,-0.01116898,-62.18038453,0.0001275612,14.786,10.512,10.512,0.0
2mer-0+79,-0.0334415,2,-0.0334415,-62.21382603,0.0001137406,10.921,10.922,10.922,0.0
2mer-0+94,-0.01472036,6,-0.04416109,-62.25798711,9.924249e-05,14.009,11.43,11.43,0.0
2mer-0+90,-0.01128605,12,-0.06771633,-62.32570344,9.84641e-05,14.935,11.46,11.46,0.0
2mer-0+126,-0.00240436,6,-0.00721308,-62.33291652,8.412947e-05,15.936,12.077,12.077,0.0
2mer-0+99,0.00105178,6,0.00315534,-62.32976118,8.353516e-05,14.786,12.105,12.105,0.0
2mer-0+118,-0.00291165,6,-0.00873494,-62.33849612,8.336492e-05,14.572,12.114,12.114,0.0
2mer-0+112,-0.0054722,6,-0.01641661,-62.35491273,8.240883e-05,14.776,12.16,12.16,0.0
2mer-0+101,-0.00793591,12,-0.04761544,-62.40252817,8.14775e-05,15.515,12.206,12.206,0.0
2mer-0+109,-0.01065709,6,-0.03197128,-62.43449945,8.039414e-05,13.352,12.261,12.261,0.0
2mer-0+141,0.00229048,6,0.00687143,-62.42762802,6.914615e-05,16.709,12.893,12.893,0.0
2mer-0+120,-0.01013291,6,-0.03039874,-62.45802676,6.844056e-05,14.572,12.937,12.937,0.0
2mer-0+170,-0.00161113,6,-0.0048334,-62.46286017,6.075731e-05,17.009,13.461,13.461,0.0
2mer-0+134,-0.00319135,6,-0.00957405,-62.47243421,6.041142e-05,15.936,13.486,13.486,0.0
2mer-0+152,-0.00675677,12,-0.04054064,-62.51297485,5.921158e-05,17.101,13.577,13.577,0.0
2mer-0+142,-0.00619664,6,-0.01858991,-62.53156477,5.910787e-05,14.464,13.585,13.585,0.0
2mer-0+178,-0.00332698,6,-0.00998093,-62.5415457,5.204533e-05,16.473,14.173,14.173,0.0
2mer-0+179,-0.00357325,2,-0.00357325,-62.54511894,4.798885e-05,14.562,14.562,14.562,0.0
2mer-0+182,-0.00332773,6,-0.00998318,-62.55510213,4.628518e-05,17.009,14.739,14.739,0.0
2mer-0+201,-0.00019965,12,-0.00119792,-62.55630005,4.564957e-05,18.227,14.807,14.807,0.0
2mer-0+186,-0.00296202,12,-0.0177721,-62.57407215,4.551088e-05,17.646,14.822,14.822,0.0
2mer-0+253,0.00010551,6,0.00031653,-62.57375562,4.116468e-05,19.634,15.326,15.326,0.0
2mer-0+204,-0.00274665,6,-0.00823995,-62.58199558,4.070095e-05,17.386,15.384,15.384,0.0
2mer-0+208,-0.0032554,6,-0.00976619,-62.59176177,3.804212e-05,19.294,15.734,15.734,0.0
2mer-0+215,-0.00253678,12,-0.0152207,-62.60698247,3.768996e-05,17.468,15.783,15.783,0.0
2mer-0+261,-0.0013822,6,-0.00414659,-62.61112906,3.657918e-05,20.118,15.941,15.941,0.0
2mer-0+218,-0.00238048,6,-0.00714145,-62.61827052,3.634169e-05,16.73,15.976,15.976,0.0
2mer-0+235,-0.00173086,12,-0.01038518,-62.6286557,3.290717e-05,19.089,16.513,16.513,0.0
2mer-0+255,-0.00077647,12,-0.00465884,-62.63331454,3.250416e-05,20.228,16.581,16.581,0.0
2mer-0+293,-0.00061752,6,-0.00185257,-62.63516711,3.044307e-05,19.883,16.947,16.947,0.0
2mer-0+262,0.00084413,6,0.00253239,-62.63263472,3.028876e-05,19.634,16.976,16.976,0.0
2mer-0+308,-0.00096701,6,-0.00290103,-62.63553575,3.00889e-05,20.978,17.014,17.014,0.0
