N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+1,-8.42445095,4,-16.8489019,-16.8489019,0.01038414,7.745,2.426,2.426,0.7526195645332336
2mer-0+5,-6.48794523,2,-6.48794523,-23.33684713,0.008569363,8.634,2.586,2.586,0.6094127893447876
2mer-0+7,-15.83058456,2,-15.83058456,-39.16743169,0.006364136,5.938,2.856,2.856,1.1609309911727905
2mer-0+3,-20.4665612,4,-40.93312241,-80.1005541,0.006294937,5.015,2.866,2.866,1.031915545463562
2mer-0+11,-0.85038872,2,-0.85038872,-80.95094282,0.003228275,10.478,3.581,3.581,0.19676484167575836
2mer-0+10,-0.53937224,2,-0.53937224,-81.49031506,0.001237557,9.785,4.929,4.929,0.16190649569034576
2mer-0+6,-2.36384126,2,-2.36384126,-83.85415632,0.001067028,7.777,5.179,5.179,0.20179224014282227
2mer-0+15,-0.55677174,2,-0.55677174,-84.41092805,0.000821434,10.478,5.65,5.65,0.08568647503852844
2mer-0+18,-0.62005957,2,-0.62005957,-85.03098763,0.0007985891,10.031,5.704,5.704,0.10653110593557358
2mer-0+21,-0.51312293,4,-1.02624587,-86.0572335,0.0007340187,9.781,5.866,5.866,0.11165744811296463
2mer-0+19,-0.28364103,4,-0.56728206,-86.62451556,0.0006778374,11.807,6.024,6.024,0.03998575732111931
2mer-0+17,-0.14212271,4,-0.28424541,-86.90876097,0.0006518769,11.423,6.103,6.103,0.04887215048074722
2mer-0+13,-0.85840314,2,-0.85840314,-87.7671641,0.0004867948,8.085,6.727,6.727,0.08817549794912338
2mer-0+44,-0.16938418,2,-0.16938418,-87.93654828,0.0003293969,11.875,7.662,7.662,0.00476027512922883
2mer-0+22,-0.05158533,2,-0.05158533,-87.98813361,0.0003245849,14.307,7.7,7.7,0.0027687426190823317
2mer-0+14,-0.31707882,2,-0.31707882,-88.30521243,0.0003204969,9.785,7.733,7.733,0.014365915209054947
2mer-0+16,-0.1103471,4,-0.2206942,-88.52590663,0.0002646354,10.549,8.242,8.242,0
2mer-0+56,-0.03052005,2,-0.03052005,-88.55642668,0.0002187867,14.682,8.782,8.782,0
2mer-0+37,-0.01673435,4,-0.0334687,-88.58989538,0.0002157206,15.617,8.823,8.823,0
2mer-0+47,-0.05172879,4,-0.10345759,-88.69335296,0.0002005443,14.488,9.041,9.041,0
2mer-0+70,-0.00913583,2,-0.00913583,-88.7024888,0.000195909,14.366,9.111,9.111,0
2mer-0+34,-0.0744017,2,-0.0744017,-88.77689049,0.0001877436,10.031,9.242,9.242,0
2mer-0+38,-0.00693443,2,-0.00693443,-88.78382493,0.00018622,15.49,9.267,9.267,0
2mer-0+49,-0.00633335,2,-0.00633335,-88.79015828,0.0001838029,14.195,9.307,9.307,0
2mer-0+32,-0.05561285,4,-0.1112257,-88.90138398,0.0001736464,14.689,9.485,9.485,0
2mer-0+46,-0.03447226,4,-0.06894452,-88.9703285,0.0001683269,12.485,9.584,9.584,0
2mer-0+75,-0.02933586,2,-0.02933586,-88.99966436,0.0001594845,15.955,9.758,9.758,0
2mer-0+41,-0.0461343,2,-0.0461343,-89.04579866,0.0001572655,15.49,9.804,9.804,0
2mer-0+66,-0.06695335,2,-0.06695335,-89.11275202,0.0001469979,14.809,10.027,10.027,0
2mer-0+64,-0.04800179,2,-0.04800179,-89.1607538,0.0001384989,14.682,10.228,10.228,0
2mer-0+42,-0.08352323,4,-0.16704645,-89.32780026,0.0001290053,13.483,10.473,10.473,0
2mer-0+67,-0.00582017,2,-0.00582017,-89.33362043,0.0001241274,17.267,10.608,10.608,0
2mer-0+90,-0.01074359,4,-0.02148718,-89.35510761,0.000112514,15.384,10.961,10.961,0
2mer-0+62,-0.05859723,2,-0.05859723,-89.41370485,0.0001095832,14.195,11.058,11.058,0
2mer-0+73,-0.00372583,4,-0.00745166,-89.4211565,0.0001044382,17.731,11.237,11.237,0
2mer-0+61,-0.05586796,2,-0.05586796,-89.47702446,0.0001009054,14.574,11.367,11.367,0
2mer-0+80,0.00124573,2,0.00124573,-89.47577873,9.805815e-05,18.259,11.476,11.476,0
2mer-0+84,-0.00143364,4,-0.00286729,-89.47864602,9.361977e-05,16.478,11.654,11.654,0
2mer-0+51,-0.03786778,2,-0.03786778,-89.51651379,9.264641e-05,15.554,11.695,11.695,0
2mer-0+87,-0.03410612,2,-0.03410612,-89.55061992,9.158646e-05,15.955,11.74,11.74,0
2mer-0+81,-0.00927085,2,-0.00927085,-89.55989076,9.030899e-05,18.259,11.795,11.795,0
2mer-0+77,-0.04408364,4,-0.08816729,-89.64805805,8.659354e-05,15.046,11.961,11.961,0
2mer-0+55,-0.02409834,2,-0.02409834,-89.67215639,8.638344e-05,13.31,11.971,11.971,0
2mer-0+68,-0.02109842,4,-0.04219684,-89.71435323,8.603025e-05,16.92,11.987,11.987,0
2mer-0+65,-0.02340703,2,-0.02340703,-89.73776026,8.114036e-05,16.649,12.223,12.223,0
2mer-0+85,-0.03330018,2,-0.03330018,-89.77106044,7.92572e-05,14.366,12.319,12.319,0
2mer-0+131,-0.00066551,2,-0.00066551,-89.77172595,7.354779e-05,18.982,12.63,12.63,0
2mer-0+92,-0.01556967,2,-0.01556967,-89.78729561,6.998009e-05,18.593,12.841,12.841,0
2mer-0+97,5.19e-05,2,5.19e-05,-89.78724372,6.409616e-05,18.593,13.223,13.223,0
2mer-0+116,-0.02407666,2,-0.02407666,-89.81132038,6.231601e-05,17.225,13.348,13.348,0
2mer-0+144,-0.01399187,2,-0.01399187,-89.82531224,6.151296e-05,17.813,13.405,13.405,0
2mer-0+76,-0.01778953,2,-0.01778953,-89.84310177,6.100794e-05,16.649,13.442,13.442,0
2mer-0+106,-0.01084287,2,-0.01084287,-89.85394464,5.941218e-05,17.837,13.562,13.562,0
2mer-0+109,-0.01624615,2,-0.01624615,-89.87019078,5.845362e-05,16.169,13.635,13.635,0
2mer-0+121,-0.00553667,4,-0.01107334,-89.88126413,5.841128e-05,18.733,13.639,13.639,0
2mer-0+135,-0.01071325,4,-0.02142649,-89.90269062,5.736353e-05,18.696,13.721,13.721,0
2mer-0+120,-0.00542594,4,-0.01085187,-89.91354249,5.732354e-05,20.068,13.724,13.724,0
2mer-0+140,0.00083256,2,0.00083256,-89.91270993,5.400654e-05,20.956,14.0,14.0,0
2mer-0+114,-0.01596442,4,-0.03192883,-89.94463876,5.148921e-05,17.967,14.224,14.224,0
2mer-0+180,0.00149203,2,0.00149203,-89.94314673,5.085434e-05,19.561,14.283,14.283,0
2mer-0+86,0.02421414,2,0.02421414,-89.91893259,4.945482e-05,14.574,14.417,14.417,0
2mer-0+115,-0.00316292,2,-0.00316292,-89.92209551,4.80953e-05,19.569,14.551,14.551,0
